CodMun,CodMeso,MesoRegiao,NomeMun,UF,PopEst,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen,Favela,Cortico,LoteIrr,Ocupacao,AtingidoPorSeca_4a,AtingPorAlagam_4a,AtingPorErosao_4a,AtingPorEnchen_4a,AtingPorEnxurr_4a,AtingPorDeslizam_4a,Rede,TxAprv_1-5 ,TxAprv_1,TxAprv_2,TxAprv_3,TxAprv_4,TxAprv_5,IndRend_P,Mat,Port,NtMedPadr_N,IDEB_NxP,FUNDEB,Total Matriculados,Custo Aluno
3167202,3107,Metropolitana de Belo Horizonte,Sete Lagoas,MG,236228,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Estadual,99.2,99.6,99.7,99.0,99.5,98.2,0.99,241.70,233.10,6.81,6.8,50179014.76,15714.0,3193.27
3167202,3107,Metropolitana de Belo Horizonte,Sete Lagoas,MG,236228,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Municipal,99.4,99.9,99.9,99.4,99.2,98.4,0.99,214.20,212.61,5.92,5.9,50179014.76,15714.0,3193.27
3167202,3107,Metropolitana de Belo Horizonte,Sete Lagoas,MG,236228,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Pública,99.3,99.8,99.8,99.2,99.4,98.3,0.99,231.39,225.42,6.48,6.4,50179014.76,15714.0,3193.27
3165552,3104,Vale do Mucuri,Setubinha,MG,12060,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Estadual,99.9,99.1,100.0,100.0,100.0,100.0,1.00,225.79,206.82,6.03,6.0,2486523.29,738.0,3369.27
3165552,3104,Vale do Mucuri,Setubinha,MG,12060,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Pública,99.6,99.4,100.0,100.0,99.6,99.2,1.00,225.79,206.82,6.03,6.0,2486523.29,738.0,3369.27
3167301,3112,Zona da Mata,Silveirânia,MG,2292,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,91.1,100.0,85.7,80.0,94.6,93.9,0.90,255.64,238.85,7.19,6.5,697586.39,200.0,3487.93
3167301,3112,Zona da Mata,Silveirânia,MG,2292,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,91.1,100.0,85.7,80.0,94.6,93.9,0.90,255.64,238.85,7.19,6.5,697586.39,200.0,3487.93
3167400,3110,Sul / Sudoeste de Minas,Silvianópolis,MG,6314,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,97.3,100.0,100.0,95.1,98.8,93.4,0.97,241.84,242.74,6.99,6.8,1650724.75,549.0,3006.78
3167400,3110,Sul / Sudoeste de Minas,Silvianópolis,MG,6314,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,97.3,100.0,100.0,95.1,98.8,93.4,0.97,241.84,242.74,6.99,6.8,1650724.75,549.0,3006.78
3167608,3112,Zona da Mata,Simonésia,MG,19633,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Estadual,99.7,100.0,100.0,100.0,99.3,99.3,1.00,211.54,196.54,5.57,5.6,4756135.39,1487.0,3198.48
3167608,3112,Zona da Mata,Simonésia,MG,19633,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Municipal,99.7,99.3,100.0,100.0,99.3,100.0,1.00,ND,ND,-,-,4756135.39,1487.0,3198.48
3167608,3112,Zona da Mata,Simonésia,MG,19633,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Pública,99.7,99.6,100.0,100.0,99.3,99.7,1.00,211.75,201.43,5.67,5.7,4756135.39,1487.0,3198.48
3167509,3112,Zona da Mata,Simão Pereira,MG,2651,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,78.7,100.0,92.3,41.9,90.2,75.0,0.72,193.20,187.49,5.06,3.7,1391712.28,441.0,3155.81
3167509,3112,Zona da Mata,Simão Pereira,MG,2651,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,78.7,100.0,92.3,41.9,90.2,75.0,0.72,193.20,187.49,5.06,3.7,1391712.28,441.0,3155.81
3167707,3108,Vale do Rio Doce,Sobrália,MG,5791,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Estadual,100.0,-,-,-,100.0,100.0,1.00,220.29,201.12,5.82,5.8,2164365.53,680.0,3182.89
3167707,3108,Vale do Rio Doce,Sobrália,MG,5791,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,205.63,214.39,5.79,5.8,2164365.53,680.0,3182.89
3167707,3108,Vale do Rio Doce,Sobrália,MG,5791,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,218.78,202.48,5.82,5.8,2164365.53,680.0,3182.89
3167806,3110,Sul / Sudoeste de Minas,Soledade de Minas,MG,6131,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Municipal,97.0,98.8,98.6,96.0,98.6,93.4,0.97,253.67,241.89,7.20,7.0,1757389.65,576.0,3051.02
3167806,3110,Sul / Sudoeste de Minas,Soledade de Minas,MG,6131,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Pública,97.0,98.8,98.6,96.0,98.6,93.4,0.97,253.67,241.89,7.20,7.0,1757389.65,576.0,3051.02
3160801,3110,Sul / Sudoeste de Minas,São Bento Abade,MG,5159,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,98.3,100.0,100.0,92.4,100.0,100.0,0.98,232.43,228.18,6.55,6.4,2080322.78,660.0,3152.0
3160801,3110,Sul / Sudoeste de Minas,São Bento Abade,MG,5159,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,98.3,100.0,100.0,92.4,100.0,100.0,0.98,232.43,228.18,6.55,6.4,2080322.78,660.0,3152.0
3160900,3107,Metropolitana de Belo Horizonte,São Brás do Suaçuí,MG,3747,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Municipal,99.6,100.0,100.0,100.0,100.0,98.0,1.00,265.16,246.27,7.50,7.5,2158986.93,702.0,3075.48
3160900,3107,Metropolitana de Belo Horizonte,São Brás do Suaçuí,MG,3747,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Pública,99.6,100.0,100.0,100.0,100.0,98.0,1.00,265.16,246.27,7.50,7.5,2158986.93,702.0,3075.48
3160959,3108,Vale do Rio Doce,São Domingos das Dores,MG,5697,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,251.61,235.90,7.05,7.1,3330519.61,1035.0,3217.89
3160959,3108,Vale do Rio Doce,São Domingos das Dores,MG,5697,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,251.61,235.90,7.05,7.1,3330519.61,1035.0,3217.89
3161007,3107,Metropolitana de Belo Horizonte,São Domingos do Prata,MG,17787,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Estadual,99.7,100.0,100.0,100.0,100.0,99.4,1.00,258.52,244.45,7.34,7.3,3818542.11,1152.0,3314.71
3161007,3107,Metropolitana de Belo Horizonte,São Domingos do Prata,MG,17787,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Municipal,99.7,100.0,98.7,100.0,100.0,100.0,1.00,220.77,240.84,6.56,6.5,3818542.11,1152.0,3314.71
3161007,3107,Metropolitana de Belo Horizonte,São Domingos do Prata,MG,17787,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Pública,99.7,100.0,98.9,100.0,100.0,99.5,1.00,256.24,244.23,7.29,7.3,3818542.11,1152.0,3314.71
3161106,3102,Norte de Minas,São Francisco,MG,56805,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Estadual,99.3,99.8,99.8,99.1,99.6,98.5,0.99,214.69,201.34,5.72,5.7,17353024.48,5361.0,3236.9
3161106,3102,Norte de Minas,São Francisco,MG,56805,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Municipal,95.6,98.5,98.7,98.6,90.6,93.6,0.96,212.98,199.47,5.66,5.4,17353024.48,5361.0,3236.9
3161106,3102,Norte de Minas,São Francisco,MG,56805,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Pública,97.5,99.2,99.3,98.8,95.1,96.2,0.98,213.67,200.22,5.68,5.6,17353024.48,5361.0,3236.9
3161205,3109,Oeste de Minas,São Francisco de Paula,MG,6673,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não sabe,Municipal,94.7,100.0,98.6,85.3,100.0,90.6,0.95,246.78,230.21,6.86,6.5,2299690.04,636.0,3615.86
3161205,3109,Oeste de Minas,São Francisco de Paula,MG,6673,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não sabe,Pública,94.7,100.0,98.6,85.3,100.0,90.6,0.95,246.78,230.21,6.86,6.5,2299690.04,636.0,3615.86
3161304,3105,Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,MG,6224,Sim,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,99.5,99.0,100.0,100.0,100.0,98.9,1.00,216.95,218.78,6.08,6.1,2932807.01,942.0,3113.38
3161304,3105,Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,MG,6224,Sim,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,99.5,99.0,100.0,100.0,100.0,98.9,1.00,216.95,218.78,6.08,6.1,2932807.01,942.0,3113.38
3161403,3112,Zona da Mata,São Francisco do Glória,MG,5085,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,99.3,100.0,100.0,97.9,100.0,98.3,0.99,238.70,221.17,6.54,6.5,1452632.98,445.0,3264.34
3161403,3112,Zona da Mata,São Francisco do Glória,MG,5085,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,99.3,100.0,100.0,97.9,100.0,98.3,0.99,238.70,221.17,6.54,6.5,1452632.98,445.0,3264.34
3161056,3108,Vale do Rio Doce,São Félix de Minas,MG,3458,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,209.79,199.60,5.60,5.6,1499716.86,503.0,2981.54
3161056,3108,Vale do Rio Doce,São Félix de Minas,MG,3458,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,209.79,199.60,5.60,5.6,1499716.86,503.0,2981.54
3161502,3112,Zona da Mata,São Geraldo,MG,11905,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Estadual,98.9,100.0,100.0,100.0,100.0,95.4,0.99,236.55,222.85,6.53,6.5,2042240.54,596.0,3426.58
3161502,3112,Zona da Mata,São Geraldo,MG,11905,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,269.20,245.94,7.57,7.6,2042240.54,596.0,3426.58
3161502,3112,Zona da Mata,São Geraldo,MG,11905,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,99.5,100.0,100.0,100.0,100.0,97.3,0.99,248.07,231.00,6.90,6.9,2042240.54,596.0,3426.58
3161601,3108,Vale do Rio Doce,São Geraldo da Piedade,MG,4214,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,1791273.24,543.0,3298.85
3161601,3108,Vale do Rio Doce,São Geraldo da Piedade,MG,4214,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,99.7,100.0,100.0,100.0,100.0,98.5,1.00,236.15,223.88,6.54,6.5,1791273.24,543.0,3298.85
3161601,3108,Vale do Rio Doce,São Geraldo da Piedade,MG,4214,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,99.7,100.0,100.0,100.0,100.0,98.5,1.00,236.15,223.88,6.54,6.5,1791273.24,543.0,3298.85
3161650,3108,Vale do Rio Doce,São Geraldo do Baixio,MG,3920,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,98.0,100.0,100.0,96.7,100.0,93.6,0.98,218.53,207.83,5.91,5.8,1087944.01,354.0,3073.29
3161650,3108,Vale do Rio Doce,São Geraldo do Baixio,MG,3920,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,98.0,100.0,100.0,96.7,100.0,93.6,0.98,218.53,207.83,5.91,5.8,1087944.01,354.0,3073.29
3161700,3101,Noroeste de Minas,São Gonçalo do Abaeté,MG,6898,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,254.06,241.55,7.20,7.2,2779116.87,855.0,3250.43
3161700,3101,Noroeste de Minas,São Gonçalo do Abaeté,MG,6898,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Municipal,99.1,100.0,100.0,98.6,98.8,98.5,0.99,250.30,233.03,6.98,6.9,2779116.87,855.0,3250.43
3161700,3101,Noroeste de Minas,São Gonçalo do Abaeté,MG,6898,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Pública,99.3,100.0,100.0,98.9,99.1,98.9,0.99,251.49,235.74,7.05,7.0,2779116.87,855.0,3250.43
3161809,3109,Oeste de Minas,São Gonçalo do Pará,MG,11985,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,3973101.15,1248.0,3183.57
3161809,3109,Oeste de Minas,São Gonçalo do Pará,MG,11985,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Municipal,99.6,100.0,100.0,98.2,100.0,100.0,1.00,253.05,238.21,7.12,7.1,3973101.15,1248.0,3183.57
3161809,3109,Oeste de Minas,São Gonçalo do Pará,MG,11985,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Pública,99.6,100.0,100.0,98.2,100.0,100.0,1.00,253.05,238.21,7.12,7.1,3973101.15,1248.0,3183.57
3161908,3107,Metropolitana de Belo Horizonte,São Gonçalo do Rio Abaixo,MG,10773,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,7287210.23,2133.0,3416.41
3161908,3107,Metropolitana de Belo Horizonte,São Gonçalo do Rio Abaixo,MG,10773,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Municipal,99.8,100.0,99.4,100.0,99.5,100.0,1.00,250.34,234.71,7.01,7.0,7287210.23,2133.0,3416.41
3161908,3107,Metropolitana de Belo Horizonte,São Gonçalo do Rio Abaixo,MG,10773,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Pública,99.8,100.0,99.4,100.0,99.5,100.0,1.00,250.34,234.71,7.01,7.0,7287210.23,2133.0,3416.41
3125507,3103,Jequitinhonha,São Gonçalo do Rio Preto,MG,3205,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,1105311.41,353.0,3131.19
3125507,3103,Jequitinhonha,São Gonçalo do Rio Preto,MG,3205,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,252.59,228.50,6.94,6.9,1105311.41,353.0,3131.19
3125507,3103,Jequitinhonha,São Gonçalo do Rio Preto,MG,3205,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,252.59,228.50,6.94,6.9,1105311.41,353.0,3131.19
3162005,3110,Sul / Sudoeste de Minas,São Gonçalo do Sapucaí,MG,25517,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Estadual,99.5,100.0,100.0,98.6,100.0,100.0,1.00,219.49,215.10,6.06,6.0,7552826.88,2270.0,3327.24
3162005,3110,Sul / Sudoeste de Minas,São Gonçalo do Sapucaí,MG,25517,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Municipal,99.5,100.0,100.0,98.2,99.6,100.0,1.00,253.09,238.10,7.12,7.1,7552826.88,2270.0,3327.24
3162005,3110,Sul / Sudoeste de Minas,São Gonçalo do Sapucaí,MG,25517,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Pública,99.5,100.0,100.0,98.3,99.6,100.0,1.00,247.56,234.31,6.95,6.9,7552826.88,2270.0,3327.24
3162104,3105,Triângulo Mineiro / Alto Paranaíba,São Gotardo,MG,35016,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Estadual,99.1,99.5,100.0,100.0,99.3,98.1,0.99,223.41,212.91,6.10,6.1,9824655.05,3170.0,3099.26
3162104,3105,Triângulo Mineiro / Alto Paranaíba,São Gotardo,MG,35016,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Municipal,98.7,99.7,99.2,97.6,99.0,97.8,0.99,247.72,236.96,7.00,6.9,9824655.05,3170.0,3099.26
3162104,3105,Triângulo Mineiro / Alto Paranaíba,São Gotardo,MG,35016,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Pública,98.9,99.6,99.3,98.3,99.2,98.0,0.99,233.86,223.25,6.49,6.4,9824655.05,3170.0,3099.26
3162922,3107,Metropolitana de Belo Horizonte,São Joaquim de Bicas,MG,30160,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Estadual,99.2,99.0,98.8,100.0,98.9,99.0,0.99,230.48,217.06,6.31,6.3,12193021.29,3958.0,3080.6
3162922,3107,Metropolitana de Belo Horizonte,São Joaquim de Bicas,MG,30160,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,98.6,99.1,99.4,98.5,98.8,96.8,0.99,226.16,218.52,6.25,6.2,12193021.29,3958.0,3080.6
3162922,3107,Metropolitana de Belo Horizonte,São Joaquim de Bicas,MG,30160,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,98.7,99.1,99.2,98.9,98.9,97.3,0.99,227.37,218.11,6.27,6.2,12193021.29,3958.0,3080.6
3162948,3110,Sul / Sudoeste de Minas,São José da Barra,MG,7374,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Estadual,100.0,-,100.0,100.0,100.0,100.0,1.00,270.77,239.25,7.48,7.5,1938855.21,613.0,3162.9
3162948,3110,Sul / Sudoeste de Minas,São José da Barra,MG,7374,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,296.25,265.91,8.45,8.5,1938855.21,613.0,3162.9
3162948,3110,Sul / Sudoeste de Minas,São José da Barra,MG,7374,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,286.16,255.36,8.07,8.1,1938855.21,613.0,3162.9
3162955,3107,Metropolitana de Belo Horizonte,São José da Lapa,MG,22910,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Municipal,94.2,99.3,100.0,88.3,92.9,92.4,0.94,219.07,212.19,6.00,5.7,12731595.84,3873.0,3287.27
3162955,3107,Metropolitana de Belo Horizonte,São José da Lapa,MG,22910,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Pública,94.2,99.3,100.0,88.3,92.9,92.4,0.94,219.07,212.19,6.00,5.7,12731595.84,3873.0,3287.27
