CodMun,CodMeso,MesoRegiao,NomeMun,UF,PopEst,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen,Favela,Cortico,LoteIrr,Ocupacao,AtingidoPorSeca_4a,AtingPorAlagam_4a,AtingPorErosao_4a,AtingPorEnchen_4a,AtingPorEnxurr_4a,AtingPorDeslizam_4a,Rede,TxAprv_1-5 ,TxAprv_1,TxAprv_2,TxAprv_3,TxAprv_4,TxAprv_5,IndRend_P,Mat,Port,NtMedPadr_N,IDEB_NxP,FUNDEB,Total Matriculados,Custo Aluno
3111002,3110,Sul / Sudoeste de Minas,Campestre,MG,21440,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Municipal,96.3,99.4,98.5,90.8,95.2,99.0,0.96,261.59,251.83,7.53,7.3,7655113.31,2390.0,3202.98
3111002,3110,Sul / Sudoeste de Minas,Campestre,MG,21440,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Pública,96.5,99.5,97.9,91.4,96.2,98.1,0.97,249.92,242.65,7.15,6.9,7655113.31,2390.0,3202.98
3111101,3105,Triângulo Mineiro / Alto Paranaíba,Campina Verde,MG,20079,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não sabe,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,230.89,217.93,6.33,6.3,4144910.34,1288.0,3218.1
3111101,3105,Triângulo Mineiro / Alto Paranaíba,Campina Verde,MG,20079,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não sabe,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,232.36,221.03,6.42,6.4,4144910.34,1288.0,3218.1
3111101,3105,Triângulo Mineiro / Alto Paranaíba,Campina Verde,MG,20079,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não sabe,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,231.47,219.15,6.37,6.4,4144910.34,1288.0,3218.1
3111150,3102,Norte de Minas,Campo Azul,MG,3863,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Municipal,99.7,100.0,98.0,100.0,100.0,100.0,1.00,205.03,208.53,5.67,5.6,1783444.45,544.0,3278.39
3111150,3102,Norte de Minas,Campo Azul,MG,3863,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Pública,99.7,100.0,98.0,100.0,100.0,100.0,1.00,205.03,208.53,5.67,5.6,1783444.45,544.0,3278.39
3111200,3109,Oeste de Minas,Campo Belo,MG,54458,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Estadual,99.1,97.8,100.0,100.0,97.8,100.0,0.99,223.68,213.60,6.12,6.1,13937412.17,4156.0,3353.56
3111200,3109,Oeste de Minas,Campo Belo,MG,54458,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Municipal,99.4,100.0,100.0,97.6,99.8,99.4,0.99,245.32,233.61,6.89,6.8,13937412.17,4156.0,3353.56
3111200,3109,Oeste de Minas,Campo Belo,MG,54458,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Pública,99.3,99.8,100.0,97.8,99.7,99.5,0.99,243.28,231.73,6.82,6.8,13937412.17,4156.0,3353.56
3111408,3105,Triângulo Mineiro / Alto Paranaíba,Campo Florido,MG,7886,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,94.3,94.5,93.3,93.0,96.4,94.4,0.94,217.79,203.41,5.82,5.5,3648586.48,1131.0,3225.98
3111408,3105,Triângulo Mineiro / Alto Paranaíba,Campo Florido,MG,7886,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,94.3,94.5,93.3,93.0,96.4,94.4,0.94,217.79,203.41,5.82,5.5,3648586.48,1131.0,3225.98
3111309,3110,Sul / Sudoeste de Minas,Campo do Meio,MG,11878,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,255.98,237.44,7.17,7.2,3643191.64,1185.0,3074.42
3111309,3110,Sul / Sudoeste de Minas,Campo do Meio,MG,11878,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,255.98,237.44,7.17,7.2,3643191.64,1185.0,3074.42
3111507,3105,Triângulo Mineiro / Alto Paranaíba,Campos Altos,MG,15387,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,241.07,229.00,6.73,6.7,6220920.9,1853.0,3357.22
3111507,3105,Triângulo Mineiro / Alto Paranaíba,Campos Altos,MG,15387,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,98.6,100.0,100.0,98.9,97.4,95.5,0.98,209.37,205.50,5.70,5.6,6220920.9,1853.0,3357.22
3111507,3105,Triângulo Mineiro / Alto Paranaíba,Campos Altos,MG,15387,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,99.2,100.0,100.0,99.5,98.7,97.8,0.99,225.66,217.57,6.23,6.2,6220920.9,1853.0,3357.22
3111606,3110,Sul / Sudoeste de Minas,Campos Gerais,MG,29057,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Estadual,99.9,100.0,100.0,99.4,100.0,100.0,1.00,243.89,229.97,6.80,6.8,5921281.47,1763.0,3358.64
3111606,3110,Sul / Sudoeste de Minas,Campos Gerais,MG,29057,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,227.24,214.83,6.21,6.2,5921281.47,1763.0,3358.64
3111606,3110,Sul / Sudoeste de Minas,Campos Gerais,MG,29057,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,99.9,100.0,100.0,99.7,100.0,100.0,1.00,239.59,226.06,6.65,6.6,5921281.47,1763.0,3358.64
3111903,3109,Oeste de Minas,Cana Verde,MG,5735,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Municipal,97.0,98.6,100.0,89.2,100.0,96.8,0.97,219.10,218.94,6.13,5.9,1386758.6,457.0,3034.48
3111903,3109,Oeste de Minas,Cana Verde,MG,5735,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Pública,97.0,98.6,100.0,89.2,100.0,96.8,0.97,219.10,218.94,6.13,5.9,1386758.6,457.0,3034.48
3111705,3112,Zona da Mata,Canaã,MG,4699,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,227.22,227.70,6.44,6.4,931097.75,288.0,3232.98
3111705,3112,Zona da Mata,Canaã,MG,4699,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,-,-,-,-,-,-,-,-,-,-,-,931097.75,288.0,3232.98
3111705,3112,Zona da Mata,Canaã,MG,4699,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,98.2,100.0,100.0,91.1,100.0,100.0,0.98,227.22,227.70,6.44,6.3,931097.75,288.0,3232.98
3112000,3109,Oeste de Minas,Candeias,MG,15147,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,98.5,100.0,100.0,95.8,100.0,96.9,0.99,261.08,251.12,7.51,7.4,3504224.68,1102.0,3179.88
3112000,3109,Oeste de Minas,Candeias,MG,15147,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,98.5,100.0,100.0,95.8,100.0,96.9,0.99,261.08,251.12,7.51,7.4,3504224.68,1102.0,3179.88
3112059,3108,Vale do Rio Doce,Cantagalo,MG,4517,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Municipal,96.5,96.8,100.0,93.9,100.0,92.3,0.96,216.40,206.14,5.84,5.6,1477833.74,479.0,3085.25
3112059,3108,Vale do Rio Doce,Cantagalo,MG,4517,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Pública,96.5,96.8,100.0,93.9,100.0,92.3,0.96,216.40,206.14,5.84,5.6,1477833.74,479.0,3085.25
3111804,3105,Triângulo Mineiro / Alto Paranaíba,Canápolis,MG,12117,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Estadual,99.4,96.7,100.0,100.0,100.0,100.0,0.99,246.61,241.76,7.07,7.0,3198746.78,1004.0,3186.0
3111804,3105,Triângulo Mineiro / Alto Paranaíba,Canápolis,MG,12117,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,99.6,100.0,98.9,100.0,100.0,98.8,1.00,226.37,219.86,6.28,6.3,3198746.78,1004.0,3186.0
3111804,3105,Triângulo Mineiro / Alto Paranaíba,Canápolis,MG,12117,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,99.6,99.3,99.2,100.0,100.0,99.2,1.00,233.79,227.89,6.57,6.5,3198746.78,1004.0,3186.0
3112109,3112,Zona da Mata,Caparaó,MG,5489,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,Não sabe,Não,Não,Não,Não,Não,Municipal,96.7,100.0,92.6,94.0,97.8,98.7,0.97,234.25,219.35,6.42,6.2,1947109.16,607.0,3207.76
3112109,3112,Zona da Mata,Caparaó,MG,5489,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,Não sabe,Não,Não,Não,Não,Não,Pública,96.7,100.0,92.6,94.0,97.8,98.7,0.97,234.25,219.35,6.42,6.2,1947109.16,607.0,3207.76
3112208,3111,Campo das Vertentes,Capela Nova,MG,4805,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Municipal,99.0,100.0,100.0,100.0,95.7,100.0,0.99,232.72,219.89,6.40,6.3,1210870.96,384.0,3153.31
3112208,3111,Campo das Vertentes,Capela Nova,MG,4805,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Pública,99.0,100.0,100.0,100.0,95.7,100.0,0.99,232.72,219.89,6.40,6.3,1210870.96,384.0,3153.31
3112307,3103,Jequitinhonha,Capelinha,MG,37867,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Estadual,99.8,99.7,99.4,99.7,99.8,100.0,1.00,249.88,240.09,7.10,7.1,8486349.44,2562.0,3312.39
3112307,3103,Jequitinhonha,Capelinha,MG,37867,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Pública,99.8,99.8,99.7,99.8,99.9,100.0,1.00,249.88,240.09,7.10,7.1,8486349.44,2562.0,3312.39
3112406,3110,Sul / Sudoeste de Minas,Capetinga,MG,7152,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,86.3,98.8,67.2,80.3,90.8,99.0,0.85,252.15,237.18,7.09,6.1,2252562.07,742.0,3035.8
3112406,3110,Sul / Sudoeste de Minas,Capetinga,MG,7152,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,86.3,98.8,67.2,80.3,90.8,99.0,0.85,252.15,237.18,7.09,6.1,2252562.07,742.0,3035.8
3112505,3107,Metropolitana de Belo Horizonte,Capim Branco,MG,9678,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,-,-,-,-,-,-,-,-,-,-,-,2937820.71,967.0,3038.08
3112505,3107,Metropolitana de Belo Horizonte,Capim Branco,MG,9678,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,99.2,99.2,100.0,99.3,98.8,99.2,0.99,224.24,216.85,6.19,6.1,2937820.71,967.0,3038.08
3112505,3107,Metropolitana de Belo Horizonte,Capim Branco,MG,9678,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,99.2,99.2,100.0,99.3,98.8,99.2,0.99,224.24,216.85,6.19,6.1,2937820.71,967.0,3038.08
3112604,3105,Triângulo Mineiro / Alto Paranaíba,Capinópolis,MG,16250,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,198.14,196.45,5.32,5.3,4468950.3,1454.0,3073.56
3112604,3105,Triângulo Mineiro / Alto Paranaíba,Capinópolis,MG,16250,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Municipal,97.0,100.0,97.2,89.1,99.5,99.3,0.97,240.84,225.92,6.67,6.5,4468950.3,1454.0,3073.56
3112604,3105,Triângulo Mineiro / Alto Paranaíba,Capinópolis,MG,16250,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Pública,97.3,100.0,97.4,89.7,99.6,99.4,0.97,233.72,221.01,6.44,6.3,4468950.3,1454.0,3073.56
3112653,3108,Vale do Rio Doce,Capitão Andrade,MG,5405,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Municipal,98.3,98.7,98.7,97.5,99.1,97.6,0.98,216.76,202.97,5.79,5.7,2271382.44,750.0,3028.51
3112653,3108,Vale do Rio Doce,Capitão Andrade,MG,5405,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Pública,98.3,98.7,98.7,97.5,99.1,97.6,0.98,216.76,202.97,5.79,5.7,2271382.44,750.0,3028.51
3112703,3102,Norte de Minas,Capitão Enéas,MG,15237,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,202.09,192.29,5.32,5.3,4805558.47,1465.0,3280.24
3112703,3102,Norte de Minas,Capitão Enéas,MG,15237,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Municipal,98.3,93.7,100.0,99.1,100.0,98.5,0.98,180.80,174.69,4.59,4.5,4805558.47,1465.0,3280.24
3112703,3102,Norte de Minas,Capitão Enéas,MG,15237,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Pública,99.2,97.2,100.0,99.6,100.0,99.2,0.99,192.78,184.59,5.00,5.0,4805558.47,1465.0,3280.24
3112802,3110,Sul / Sudoeste de Minas,Capitólio,MG,8682,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,269.94,252.70,7.71,7.7,1923129.64,560.0,3434.16
3112802,3110,Sul / Sudoeste de Minas,Capitólio,MG,8682,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,246.09,231.85,6.88,6.9,1923129.64,560.0,3434.16
3112802,3110,Sul / Sudoeste de Minas,Capitólio,MG,8682,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Pública,100.0,100.0,100.0,100.0,100.0,100.0,1.00,265.01,248.39,7.54,7.5,1923129.64,560.0,3434.16
3112901,3112,Zona da Mata,Caputira,MG,9431,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Sim,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,207.44,206.11,5.67,5.7,3052040.11,928.0,3288.84
3112901,3112,Zona da Mata,Caputira,MG,9431,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Sim,Municipal,99.8,98.7,100.0,100.0,100.0,100.0,1.00,229.10,210.83,6.17,6.2,3052040.11,928.0,3288.84
3112901,3112,Zona da Mata,Caputira,MG,9431,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Sim,Pública,99.8,99.0,100.0,100.0,100.0,100.0,1.00,218.17,208.44,5.92,5.9,3052040.11,928.0,3288.84
3113107,3111,Campo das Vertentes,Caranaíba,MG,3299,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Municipal,98.5,100.0,100.0,96.2,100.0,97.8,0.99,234.21,228.38,6.59,6.5,835677.35,265.0,3153.5
3113107,3111,Campo das Vertentes,Caranaíba,MG,3299,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Pública,98.5,100.0,100.0,96.2,100.0,97.8,0.99,234.21,228.38,6.59,6.5,835677.35,265.0,3153.5
3113206,3111,Campo das Vertentes,Carandaí,MG,25376,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Estadual,100.0,100.0,100.0,100.0,100.0,100.0,1.00,242.11,232.33,6.81,6.8,9200456.79,2967.0,3100.93
3113206,3111,Campo das Vertentes,Carandaí,MG,25376,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Municipal,97.8,100.0,100.0,95.8,95.1,98.7,0.98,251.32,238.47,7.10,6.9,9200456.79,2967.0,3100.93
3113206,3111,Campo das Vertentes,Carandaí,MG,25376,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Pública,98.2,100.0,100.0,96.6,95.9,98.9,0.98,249.20,237.06,7.03,6.9,9200456.79,2967.0,3100.93
3113305,3112,Zona da Mata,Carangola,MG,33559,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Estadual,98.2,98.2,98.6,98.0,100.0,96.3,0.98,223.28,214.22,6.12,6.0,5700180.44,1735.0,3285.41
3113305,3112,Zona da Mata,Carangola,MG,33559,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Municipal,93.0,96.9,97.5,84.9,100.0,87.2,0.93,210.72,204.43,5.70,5.3,5700180.44,1735.0,3285.41
3113305,3112,Zona da Mata,Carangola,MG,33559,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Pública,96.6,97.8,98.3,93.5,100.0,93.5,0.97,220.68,212.19,6.03,5.8,5700180.44,1735.0,3285.41
3113404,3108,Vale do Rio Doce,Caratinga,MG,91841,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Estadual,99.9,100.0,100.0,99.8,99.8,99.7,1.00,240.29,233.63,6.80,6.8,18842918.14,5898.0,3194.8
3113404,3108,Vale do Rio Doce,Caratinga,MG,91841,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Municipal,96.2,100.0,100.0,88.7,100.0,92.9,0.96,226.33,219.43,6.27,6.0,18842918.14,5898.0,3194.8
3113404,3108,Vale do Rio Doce,Caratinga,MG,91841,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Pública,98.0,100.0,100.0,94.2,99.9,96.7,0.98,234.57,227.82,6.58,6.5,18842918.14,5898.0,3194.8
3113008,3103,Jequitinhonha,Caraí,MG,23781,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não sabe,Não,Sim,Sim,Estadual,99.9,99.3,100.0,100.0,100.0,100.0,1.00,218.04,206.49,5.88,5.9,8192326.04,2362.0,3468.39
3113008,3103,Jequitinhonha,Caraí,MG,23781,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não sabe,Não,Sim,Sim,Municipal,95.6,98.8,98.6,89.7,98.6,93.7,0.96,201.35,191.99,5.30,5.1,8192326.04,2362.0,3468.39
3113008,3103,Jequitinhonha,Caraí,MG,23781,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não sabe,Não,Sim,Sim,Pública,97.7,99.0,99.3,94.6,99.2,96.7,0.98,216.33,205.00,5.82,5.7,8192326.04,2362.0,3468.39
3113503,3103,Jequitinhonha,Carbonita,MG,9544,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Estadual,100.0,-,-,-,100.0,100.0,1.00,233.29,223.17,6.47,6.5,2975920.17,948.0,3139.16
3113503,3103,Jequitinhonha,Carbonita,MG,9544,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Municipal,100.0,100.0,100.0,100.0,100.0,100.0,1.00,217.50,209.69,5.93,5.9,2975920.17,948.0,3139.16
