REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP,Rede,Taxa de Aprovação - 2017,"IDEB
2017
(N x P)"
3 - Sudeste,31,MG,Monte Formoso,4936,1 - Até 5000,Pública,"100,0","5,9"
3 - Sudeste,31,MG,Monte Santo de Minas,21949,4 - 20001 até 50000,Estadual,"100,0",-
3 - Sudeste,31,MG,Monte Santo de Minas,21949,4 - 20001 até 50000,Municipal,"97,2","6,4"
3 - Sudeste,31,MG,Monte Santo de Minas,21949,4 - 20001 até 50000,Pública,"97,2","6,4"
3 - Sudeste,31,MG,Montes Claros,402027,6 - 100001 até 500000,Estadual,"99,5","6,7"
3 - Sudeste,31,MG,Montes Claros,402027,6 - 100001 até 500000,Municipal,"97,4","6,2"
3 - Sudeste,31,MG,Montes Claros,402027,6 - 100001 até 500000,Pública,"98,5","6,4"
3 - Sudeste,31,MG,Monte Sião,23444,4 - 20001 até 50000,Estadual,"99,1","5,6"
3 - Sudeste,31,MG,Monte Sião,23444,4 - 20001 até 50000,Municipal,"95,0","6,5"
3 - Sudeste,31,MG,Monte Sião,23444,4 - 20001 até 50000,Pública,"95,6","6,4"
3 - Sudeste,31,MG,Montezuma,8168,2 - 5001 até 10000,Estadual,"99,2","6,1"
3 - Sudeste,31,MG,Montezuma,8168,2 - 5001 até 10000,Municipal,"100,0","5,6"
3 - Sudeste,31,MG,Montezuma,8168,2 - 5001 até 10000,Pública,"99,8","5,8"
3 - Sudeste,31,MG,Morada Nova de Minas,8860,2 - 5001 até 10000,Estadual,"100,0","7,9"
3 - Sudeste,31,MG,Morada Nova de Minas,8860,2 - 5001 até 10000,Municipal,"99,8","7,0"
3 - Sudeste,31,MG,Morada Nova de Minas,8860,2 - 5001 até 10000,Pública,"99,8","7,2"
3 - Sudeste,31,MG,Morro da Garça,2595,1 - Até 5000,Municipal,"100,0","6,4"
3 - Sudeste,31,MG,Morro da Garça,2595,1 - Até 5000,Pública,"100,0","6,4"
3 - Sudeste,31,MG,Morro do Pilar,3339,1 - Até 5000,Estadual,"98,9","6,4"
3 - Sudeste,31,MG,Morro do Pilar,3339,1 - Até 5000,Pública,"99,0","6,4"
3 - Sudeste,31,MG,Munhoz,6261,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Munhoz,6261,2 - 5001 até 10000,Municipal,"98,5","6,2"
3 - Sudeste,31,MG,Munhoz,6261,2 - 5001 até 10000,Pública,"98,5","6,2"
3 - Sudeste,31,MG,Muriaé,108537,6 - 100001 até 500000,Estadual,"99,8","6,9"
3 - Sudeste,31,MG,Muriaé,108537,6 - 100001 até 500000,Municipal,"95,8","6,5"
3 - Sudeste,31,MG,Muriaé,108537,6 - 100001 até 500000,Pública,"97,0","6,6"
3 - Sudeste,31,MG,Mutum,27528,4 - 20001 até 50000,Estadual,"99,3","6,5"
3 - Sudeste,31,MG,Mutum,27528,4 - 20001 até 50000,Municipal,"100,0","6,5"
3 - Sudeste,31,MG,Mutum,27528,4 - 20001 até 50000,Pública,"99,7","6,5"
3 - Sudeste,31,MG,Muzambinho,21026,4 - 20001 até 50000,Estadual,-,-
3 - Sudeste,31,MG,Muzambinho,21026,4 - 20001 até 50000,Municipal,"99,1","6,6"
3 - Sudeste,31,MG,Muzambinho,21026,4 - 20001 até 50000,Pública,"99,1","6,6"
3 - Sudeste,31,MG,Nacip Raydan,3274,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Nacip Raydan,3274,1 - Até 5000,Municipal,"100,0","5,9"
3 - Sudeste,31,MG,Nacip Raydan,3274,1 - Até 5000,Pública,"100,0","5,9"
3 - Sudeste,31,MG,Nanuque,41787,4 - 20001 até 50000,Estadual,"99,4","6,0"
3 - Sudeste,31,MG,Nanuque,41787,4 - 20001 até 50000,Municipal,"90,0","4,7"
3 - Sudeste,31,MG,Nanuque,41787,4 - 20001 até 50000,Pública,"96,7","5,7"
3 - Sudeste,31,MG,Naque,6930,2 - 5001 até 10000,Municipal,"97,6","5,5"
3 - Sudeste,31,MG,Naque,6930,2 - 5001 até 10000,Pública,"97,6","5,5"
3 - Sudeste,31,MG,Natalândia,3382,1 - Até 5000,Municipal,"99,6","6,1"
3 - Sudeste,31,MG,Natalândia,3382,1 - Até 5000,Pública,"99,6","6,1"
3 - Sudeste,31,MG,Natércia,4820,1 - Até 5000,Municipal,"98,3","7,1"
3 - Sudeste,31,MG,Natércia,4820,1 - Até 5000,Pública,"98,3","7,1"
3 - Sudeste,31,MG,Nazareno,8583,2 - 5001 até 10000,Municipal,"100,0","5,9"
3 - Sudeste,31,MG,Nazareno,8583,2 - 5001 até 10000,Pública,"100,0","5,9"
3 - Sudeste,31,MG,Nepomuceno,27053,4 - 20001 até 50000,Estadual,"99,8","6,6"
3 - Sudeste,31,MG,Nepomuceno,27053,4 - 20001 até 50000,Municipal,"99,7","6,6"
3 - Sudeste,31,MG,Nepomuceno,27053,4 - 20001 até 50000,Pública,"99,7","6,6"
3 - Sudeste,31,MG,Ninheira,10375,3 - 10001 até 20000,Estadual,"100,0",-
3 - Sudeste,31,MG,Ninheira,10375,3 - 10001 até 20000,Municipal,"98,6","5,7"
3 - Sudeste,31,MG,Ninheira,10375,3 - 10001 até 20000,Pública,"98,7","5,7"
3 - Sudeste,31,MG,Nova Belém,3465,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Nova Belém,3465,1 - Até 5000,Municipal,"99,6","5,7"
3 - Sudeste,31,MG,Nova Belém,3465,1 - Até 5000,Pública,"99,6","5,7"
3 - Sudeste,31,MG,Nova Era,17994,3 - 10001 até 20000,Estadual,"99,5","7,2"
3 - Sudeste,31,MG,Nova Era,17994,3 - 10001 até 20000,Municipal,"99,9","6,3"
3 - Sudeste,31,MG,Nova Era,17994,3 - 10001 até 20000,Pública,"99,8","6,5"
3 - Sudeste,31,MG,Nova Lima,92178,5 - 50001 até 100000,Municipal,"90,0","6,1"
3 - Sudeste,31,MG,Nova Lima,92178,5 - 50001 até 100000,Pública,"90,0","6,1"
3 - Sudeste,31,MG,Nova Módica,3757,1 - Até 5000,Municipal,"99,3","5,8"
3 - Sudeste,31,MG,Nova Módica,3757,1 - Até 5000,Pública,"99,3","5,8"
3 - Sudeste,31,MG,Nova Ponte,14934,3 - 10001 até 20000,Municipal,"99,7","7,4"
3 - Sudeste,31,MG,Nova Ponte,14934,3 - 10001 até 20000,Pública,"99,7","7,4"
3 - Sudeste,31,MG,Nova Porteirinha,7648,2 - 5001 até 10000,Estadual,"100,0",-
3 - Sudeste,31,MG,Nova Porteirinha,7648,2 - 5001 até 10000,Municipal,"100,0","5,4"
3 - Sudeste,31,MG,Nova Porteirinha,7648,2 - 5001 até 10000,Pública,"100,0","5,4"
3 - Sudeste,31,MG,Nova Resende,16645,3 - 10001 até 20000,Estadual,"96,2",-
3 - Sudeste,31,MG,Nova Resende,16645,3 - 10001 até 20000,Municipal,"99,1","6,7"
3 - Sudeste,31,MG,Nova Resende,16645,3 - 10001 até 20000,Pública,"99,1","6,7"
3 - Sudeste,31,MG,Nova Serrana,94681,5 - 50001 até 100000,Estadual,"100,0","6,9"
3 - Sudeste,31,MG,Nova Serrana,94681,5 - 50001 até 100000,Municipal,"99,9","6,5"
3 - Sudeste,31,MG,Nova Serrana,94681,5 - 50001 até 100000,Pública,"99,9","6,6"
3 - Sudeste,31,MG,Novo Cruzeiro,31884,4 - 20001 até 50000,Estadual,"98,7","6,0"
3 - Sudeste,31,MG,Novo Cruzeiro,31884,4 - 20001 até 50000,Municipal,"97,5","5,2"
3 - Sudeste,31,MG,Novo Cruzeiro,31884,4 - 20001 até 50000,Pública,"98,2","5,8"
3 - Sudeste,31,MG,Novo Oriente de Minas,10869,3 - 10001 até 20000,Estadual,"99,1","5,9"
3 - Sudeste,31,MG,Novo Oriente de Minas,10869,3 - 10001 até 20000,Municipal,"99,6","6,2"
3 - Sudeste,31,MG,Novo Oriente de Minas,10869,3 - 10001 até 20000,Pública,"99,5","6,0"
3 - Sudeste,31,MG,Novorizonte,5308,2 - 5001 até 10000,Estadual,"100,0","5,6"
3 - Sudeste,31,MG,Novorizonte,5308,2 - 5001 até 10000,Pública,"99,5","5,6"
3 - Sudeste,31,MG,Olaria,1873,1 - Até 5000,Municipal,"97,6","6,3"
3 - Sudeste,31,MG,Olaria,1873,1 - Até 5000,Pública,"97,6","6,3"
3 - Sudeste,31,MG,Olhos-dÁgua,5943,2 - 5001 até 10000,Municipal,"100,0","6,0"
3 - Sudeste,31,MG,Olhos-dÁgua,5943,2 - 5001 até 10000,Pública,"100,0","6,0"
3 - Sudeste,31,MG,Olímpio Noronha,2763,1 - Até 5000,Municipal,"86,0","6,1"
3 - Sudeste,31,MG,Olímpio Noronha,2763,1 - Até 5000,Pública,"86,0","6,1"
3 - Sudeste,31,MG,Oliveira,41907,4 - 20001 até 50000,Estadual,"100,0","7,2"
3 - Sudeste,31,MG,Oliveira,41907,4 - 20001 até 50000,Municipal,"98,5","6,0"
3 - Sudeste,31,MG,Oliveira,41907,4 - 20001 até 50000,Pública,"99,2","6,6"
3 - Sudeste,31,MG,Oliveira Fortes,2182,1 - Até 5000,Municipal,"100,0","6,7"
3 - Sudeste,31,MG,Oliveira Fortes,2182,1 - Até 5000,Pública,"100,0","6,7"
3 - Sudeste,31,MG,Onça de Pitangui,3192,1 - Até 5000,Estadual,"100,0","6,6"
3 - Sudeste,31,MG,Onça de Pitangui,3192,1 - Até 5000,Municipal,-,-
3 - Sudeste,31,MG,Onça de Pitangui,3192,1 - Até 5000,Pública,"96,9","6,4"
3 - Sudeste,31,MG,Oratórios,4710,1 - Até 5000,Municipal,"93,4","5,8"
3 - Sudeste,31,MG,Oratórios,4710,1 - Até 5000,Pública,"93,4","5,8"
3 - Sudeste,31,MG,Orizânia,7949,2 - 5001 até 10000,Municipal,"97,3","5,9"
3 - Sudeste,31,MG,Orizânia,7949,2 - 5001 até 10000,Pública,"97,9","5,9"
3 - Sudeste,31,MG,Ouro Branco,38935,4 - 20001 até 50000,Estadual,-,-
3 - Sudeste,31,MG,Ouro Branco,38935,4 - 20001 até 50000,Municipal,"94,4","6,6"
3 - Sudeste,31,MG,Ouro Branco,38935,4 - 20001 até 50000,Pública,"94,4","6,6"
3 - Sudeste,31,MG,Ouro Fino,33716,4 - 20001 até 50000,Estadual,"99,6","6,9"
3 - Sudeste,31,MG,Ouro Fino,33716,4 - 20001 até 50000,Municipal,-,-
3 - Sudeste,31,MG,Ouro Fino,33716,4 - 20001 até 50000,Pública,"98,9","6,9"
3 - Sudeste,31,MG,Ouro Preto,74659,5 - 50001 até 100000,Estadual,"99,9","6,4"
3 - Sudeste,31,MG,Ouro Preto,74659,5 - 50001 até 100000,Municipal,"96,4","6,0"
3 - Sudeste,31,MG,Ouro Preto,74659,5 - 50001 até 100000,Pública,"97,6","6,2"
3 - Sudeste,31,MG,Ouro Verde de Minas,6110,2 - 5001 até 10000,Estadual,"100,0","6,0"
3 - Sudeste,31,MG,Ouro Verde de Minas,6110,2 - 5001 até 10000,Municipal,"98,8","4,2"
3 - Sudeste,31,MG,Ouro Verde de Minas,6110,2 - 5001 até 10000,Pública,"99,4","5,6"
3 - Sudeste,31,MG,Padre Carvalho,6338,2 - 5001 até 10000,Estadual,"100,0",-
3 - Sudeste,31,MG,Padre Carvalho,6338,2 - 5001 até 10000,Municipal,"100,0","5,5"
3 - Sudeste,31,MG,Padre Carvalho,6338,2 - 5001 até 10000,Pública,"100,0","5,5"
3 - Sudeste,31,MG,Padre Paraíso,20177,4 - 20001 até 50000,Estadual,"98,7","6,0"
3 - Sudeste,31,MG,Padre Paraíso,20177,4 - 20001 até 50000,Municipal,"93,8","5,1"
3 - Sudeste,31,MG,Padre Paraíso,20177,4 - 20001 até 50000,Pública,"95,8","5,6"
3 - Sudeste,31,MG,Paineiras,4650,1 - Até 5000,Municipal,"97,8","6,9"
3 - Sudeste,31,MG,Paineiras,4650,1 - Até 5000,Pública,"97,8","6,9"
3 - Sudeste,31,MG,Pains,8391,2 - 5001 até 10000,Estadual,"100,0","7,8"
3 - Sudeste,31,MG,Pains,8391,2 - 5001 até 10000,Municipal,"99,1","7,6"
3 - Sudeste,31,MG,Pains,8391,2 - 5001 até 10000,Pública,"99,2","7,6"
3 - Sudeste,31,MG,Pai Pedro,6184,2 - 5001 até 10000,Municipal,"100,0","6,0"
3 - Sudeste,31,MG,Pai Pedro,6184,2 - 5001 até 10000,Pública,"100,0","6,0"
3 - Sudeste,31,MG,Paiva,1577,1 - Até 5000,Municipal,"97,2","6,2"
3 - Sudeste,31,MG,Paiva,1577,1 - Até 5000,Pública,"97,2","6,2"
3 - Sudeste,31,MG,Palma,6753,2 - 5001 até 10000,Municipal,"99,7","5,8"
3 - Sudeste,31,MG,Palma,6753,2 - 5001 até 10000,Pública,"99,7","5,8"
3 - Sudeste,31,MG,Palmópolis,6161,2 - 5001 até 10000,Estadual,"100,0","5,6"
3 - Sudeste,31,MG,Palmópolis,6161,2 - 5001 até 10000,Municipal,"94,8","5,0"
3 - Sudeste,31,MG,Palmópolis,6161,2 - 5001 até 10000,Pública,"95,7","5,1"
3 - Sudeste,31,MG,Papagaios,15516,3 - 10001 até 20000,Estadual,"100,0",-
3 - Sudeste,31,MG,Papagaios,15516,3 - 10001 até 20000,Municipal,"97,4","6,2"
3 - Sudeste,31,MG,Papagaios,15516,3 - 10001 até 20000,Pública,"97,5","6,2"
3 - Sudeste,31,MG,Paracatu,92386,5 - 50001 até 100000,Estadual,"99,7","6,4"
3 - Sudeste,31,MG,Paracatu,92386,5 - 50001 até 100000,Municipal,"99,0","5,8"
3 - Sudeste,31,MG,Paracatu,92386,5 - 50001 até 100000,Pública,"99,2","6,1"
3 - Sudeste,31,MG,Pará de Minas,92739,5 - 50001 até 100000,Estadual,"99,6","7,1"
3 - Sudeste,31,MG,Pará de Minas,92739,5 - 50001 até 100000,Municipal,"98,9","6,5"
3 - Sudeste,31,MG,Pará de Minas,92739,5 - 50001 até 100000,Pública,"99,2","6,8"
3 - Sudeste,31,MG,Paraguaçu,21583,4 - 20001 até 50000,Estadual,"99,7","6,7"
3 - Sudeste,31,MG,Paraguaçu,21583,4 - 20001 até 50000,Municipal,"99,9","6,5"
3 - Sudeste,31,MG,Paraguaçu,21583,4 - 20001 até 50000,Pública,"99,8","6,6"
3 - Sudeste,31,MG,Paraisópolis,20983,4 - 20001 até 50000,Estadual,-,-
3 - Sudeste,31,MG,Paraisópolis,20983,4 - 20001 até 50000,Municipal,"96,6","6,9"
3 - Sudeste,31,MG,Paraisópolis,20983,4 - 20001 até 50000,Pública,"96,6","6,9"
3 - Sudeste,31,MG,Paraopeba,24427,4 - 20001 até 50000,Estadual,"99,4","6,0"
3 - Sudeste,31,MG,Paraopeba,24427,4 - 20001 até 50000,Municipal,"99,7","6,8"
3 - Sudeste,31,MG,Paraopeba,24427,4 - 20001 até 50000,Pública,"99,6","6,5"
3 - Sudeste,31,MG,Passabém,1732,1 - Até 5000,Estadual,"100,0","6,0"
3 - Sudeste,31,MG,Passabém,1732,1 - Até 5000,Pública,"99,0","6,0"
3 - Sudeste,31,MG,Passa Quatro,16470,3 - 10001 até 20000,Estadual,"100,0","6,7"
3 - Sudeste,31,MG,Passa Quatro,16470,3 - 10001 até 20000,Municipal,"99,2","6,4"
3 - Sudeste,31,MG,Passa Quatro,16470,3 - 10001 até 20000,Pública,"99,6","6,6"
3 - Sudeste,31,MG,Passa Tempo,8324,2 - 5001 até 10000,Municipal,"99,8","7,2"
3 - Sudeste,31,MG,Passa Tempo,8324,2 - 5001 até 10000,Pública,"99,8","7,2"
3 - Sudeste,31,MG,Passa-Vinte,2104,1 - Até 5000,Municipal,"89,2","5,6"
3 - Sudeste,31,MG,Passa-Vinte,2104,1 - Até 5000,Pública,"89,2","5,6"
3 - Sudeste,31,MG,Passos,114458,6 - 100001 até 500000,Estadual,"99,3","6,6"
3 - Sudeste,31,MG,Passos,114458,6 - 100001 até 500000,Municipal,"99,5","7,0"
3 - Sudeste,31,MG,Passos,114458,6 - 100001 até 500000,Pública,"99,4","6,9"
3 - Sudeste,31,MG,Patis,5976,2 - 5001 até 10000,Estadual,"96,2","5,5"
3 - Sudeste,31,MG,Patis,5976,2 - 5001 até 10000,Municipal,"98,6","6,0"
3 - Sudeste,31,MG,Patis,5976,2 - 5001 até 10000,Pública,"97,8","5,7"
3 - Sudeste,31,MG,Patos de Minas,150893,6 - 100001 até 500000,Estadual,"99,7","7,2"
3 - Sudeste,31,MG,Patos de Minas,150893,6 - 100001 até 500000,Municipal,"98,3","7,1"
3 - Sudeste,31,MG,Patos de Minas,150893,6 - 100001 até 500000,Pública,"99,3","7,2"
3 - Sudeste,31,MG,Patrocínio,89983,5 - 50001 até 100000,Estadual,"99,5","6,2"
3 - Sudeste,31,MG,Patrocínio,89983,5 - 50001 até 100000,Municipal,"99,7","7,4"
3 - Sudeste,31,MG,Patrocínio,89983,5 - 50001 até 100000,Pública,"99,6","6,7"
3 - Sudeste,31,MG,Patrocínio do Muriaé,5680,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Patrocínio do Muriaé,5680,2 - 5001 até 10000,Municipal,"99,3","5,5"
3 - Sudeste,31,MG,Patrocínio do Muriaé,5680,2 - 5001 até 10000,Pública,"99,3","5,5"
3 - Sudeste,31,MG,Paula Cândido,9698,2 - 5001 até 10000,Estadual,"97,7","5,9"
3 - Sudeste,31,MG,Paula Cândido,9698,2 - 5001 até 10000,Municipal,"98,7","6,3"
3 - Sudeste,31,MG,Paula Cândido,9698,2 - 5001 até 10000,Pública,"98,6","6,2"
3 - Sudeste,31,MG,Paulistas,4982,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Paulistas,4982,1 - Até 5000,Municipal,"95,9","5,1"
3 - Sudeste,31,MG,Paulistas,4982,1 - Até 5000,Pública,"95,9","5,1"
3 - Sudeste,31,MG,Pavão,8709,2 - 5001 até 10000,Estadual,"98,6","5,5"
3 - Sudeste,31,MG,Pavão,8709,2 - 5001 até 10000,Municipal,"98,9","5,5"
3 - Sudeste,31,MG,Pavão,8709,2 - 5001 até 10000,Pública,"98,7","5,5"
3 - Sudeste,31,MG,Peçanha,17871,3 - 10001 até 20000,Estadual,"99,7","6,2"
3 - Sudeste,31,MG,Peçanha,17871,3 - 10001 até 20000,Pública,"99,5","6,2"
3 - Sudeste,31,MG,Pedra Azul,24748,4 - 20001 até 50000,Estadual,"100,0","6,2"
3 - Sudeste,31,MG,Pedra Azul,24748,4 - 20001 até 50000,Municipal,"99,3","5,4"
3 - Sudeste,31,MG,Pedra Azul,24748,4 - 20001 até 50000,Pública,"99,4","5,5"
3 - Sudeste,31,MG,Pedra Bonita,7117,2 - 5001 até 10000,Estadual,"99,5","5,4"
3 - Sudeste,31,MG,Pedra Bonita,7117,2 - 5001 até 10000,Pública,"97,9","5,3"
3 - Sudeste,31,MG,Pedra do Anta,3270,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Pedra do Anta,3270,1 - Até 5000,Municipal,"91,3","6,2"
3 - Sudeste,31,MG,Pedra do Anta,3270,1 - Até 5000,Pública,"91,3","6,2"
3 - Sudeste,31,MG,Pedra do Indaiá,4034,1 - Até 5000,Municipal,"100,0","7,1"
3 - Sudeste,31,MG,Pedra do Indaiá,4034,1 - Até 5000,Pública,"100,0","7,1"
3 - Sudeste,31,MG,Pedra Dourada,2452,1 - Até 5000,Municipal,"98,6","6,6"
3 - Sudeste,31,MG,Pedra Dourada,2452,1 - Até 5000,Pública,"98,6","6,6"
3 - Sudeste,31,MG,Pedralva,11570,3 - 10001 até 20000,Municipal,"94,3","6,1"
3 - Sudeste,31,MG,Pedralva,11570,3 - 10001 até 20000,Pública,"94,3","6,1"
3 - Sudeste,31,MG,Pedras de Maria da Cruz,11396,3 - 10001 até 20000,Estadual,"99,0","4,8"
3 - Sudeste,31,MG,Pedras de Maria da Cruz,11396,3 - 10001 até 20000,Municipal,"100,0","5,6"
3 - Sudeste,31,MG,Pedras de Maria da Cruz,11396,3 - 10001 até 20000,Pública,"99,7","5,4"
3 - Sudeste,31,MG,Pedrinópolis,3672,1 - Até 5000,Municipal,"99,6","5,8"
3 - Sudeste,31,MG,Pedrinópolis,3672,1 - Até 5000,Pública,"99,6","5,8"
3 - Sudeste,31,MG,Pedro Leopoldo,63837,5 - 50001 até 100000,Estadual,"100,0","6,8"
3 - Sudeste,31,MG,Pedro Leopoldo,63837,5 - 50001 até 100000,Municipal,"99,6","6,3"
3 - Sudeste,31,MG,Pedro Leopoldo,63837,5 - 50001 até 100000,Pública,"99,7","6,5"
3 - Sudeste,31,MG,Pedro Teixeira,1843,1 - Até 5000,Municipal,"88,0","6,4"
3 - Sudeste,31,MG,Pedro Teixeira,1843,1 - Até 5000,Pública,"88,0","6,4"
3 - Sudeste,31,MG,Pequeri,3347,1 - Até 5000,Municipal,"93,6","5,8"
3 - Sudeste,31,MG,Pequeri,3347,1 - Até 5000,Pública,"93,6","5,8"
3 - Sudeste,31,MG,Pequi,4395,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Pequi,4395,1 - Até 5000,Municipal,"100,0","7,1"
3 - Sudeste,31,MG,Pequi,4395,1 - Até 5000,Pública,"100,0","7,1"
3 - Sudeste,31,MG,Perdigão,10846,3 - 10001 até 20000,Municipal,"100,0","6,9"
3 - Sudeste,31,MG,Perdigão,10846,3 - 10001 até 20000,Pública,"100,0","6,9"
3 - Sudeste,31,MG,Perdizes,15925,3 - 10001 até 20000,Estadual,"99,7","6,8"
3 - Sudeste,31,MG,Perdizes,15925,3 - 10001 até 20000,Municipal,"99,8","7,1"
3 - Sudeste,31,MG,Perdizes,15925,3 - 10001 até 20000,Pública,"99,8","7,0"
3 - Sudeste,31,MG,Perdões,21444,4 - 20001 até 50000,Estadual,"100,0","6,5"
3 - Sudeste,31,MG,Perdões,21444,4 - 20001 até 50000,Municipal,"98,3","7,2"
3 - Sudeste,31,MG,Perdões,21444,4 - 20001 até 50000,Pública,"98,9","7,0"
3 - Sudeste,31,MG,Periquito,7060,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Periquito,7060,2 - 5001 até 10000,Municipal,"93,9","5,3"
3 - Sudeste,31,MG,Periquito,7060,2 - 5001 até 10000,Pública,"93,9","5,3"
3 - Sudeste,31,MG,Pescador,4311,1 - Até 5000,Municipal,"100,0","5,7"
3 - Sudeste,31,MG,Pescador,4311,1 - Até 5000,Pública,"100,0","5,7"
3 - Sudeste,31,MG,Piau,2850,1 - Até 5000,Municipal,"91,0","6,1"
3 - Sudeste,31,MG,Piau,2850,1 - Até 5000,Pública,"91,0","6,1"
3 - Sudeste,31,MG,Piedade de Caratinga,8247,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Piedade de Caratinga,8247,2 - 5001 até 10000,Municipal,"99,6","6,0"
3 - Sudeste,31,MG,Piedade de Caratinga,8247,2 - 5001 até 10000,Pública,"99,6","6,0"
3 - Sudeste,31,MG,Piedade de Ponte Nova,4213,1 - Até 5000,Municipal,"92,6","5,3"
3 - Sudeste,31,MG,Piedade de Ponte Nova,4213,1 - Até 5000,Pública,"92,6","5,3"
3 - Sudeste,31,MG,Piedade do Rio Grande,4684,1 - Até 5000,Municipal,"100,0","6,4"
3 - Sudeste,31,MG,Piedade do Rio Grande,4684,1 - Até 5000,Pública,"100,0","6,4"
3 - Sudeste,31,MG,Piedade dos Gerais,4981,1 - Até 5000,Estadual,"50,0",-
3 - Sudeste,31,MG,Piedade dos Gerais,4981,1 - Até 5000,Municipal,-,-
3 - Sudeste,31,MG,Piedade dos Gerais,4981,1 - Até 5000,Pública,"92,0",-
3 - Sudeste,31,MG,Pimenta,8720,2 - 5001 até 10000,Municipal,"99,8","7,1"
3 - Sudeste,31,MG,Pimenta,8720,2 - 5001 até 10000,Pública,"99,8","7,1"
3 - Sudeste,31,MG,Pingo-dÁgua,4873,1 - Até 5000,Municipal,"98,7","6,2"
3 - Sudeste,31,MG,Pingo-dÁgua,4873,1 - Até 5000,Pública,"98,7","6,2"
3 - Sudeste,31,MG,Pintópolis,7585,2 - 5001 até 10000,Estadual,"100,0",-
3 - Sudeste,31,MG,Pintópolis,7585,2 - 5001 até 10000,Municipal,"99,8","5,6"
3 - Sudeste,31,MG,Pintópolis,7585,2 - 5001 até 10000,Pública,"99,8","5,6"
3 - Sudeste,31,MG,Piracema,6566,2 - 5001 até 10000,Estadual,"100,0","7,0"
3 - Sudeste,31,MG,Piracema,6566,2 - 5001 até 10000,Municipal,-,-
3 - Sudeste,31,MG,Piracema,6566,2 - 5001 até 10000,Pública,"100,0","7,0"
3 - Sudeste,31,MG,Pirajuba,5790,2 - 5001 até 10000,Municipal,"88,0","5,5"
3 - Sudeste,31,MG,Pirajuba,5790,2 - 5001 até 10000,Pública,"88,0","5,5"
3 - Sudeste,31,MG,Piranga,17918,3 - 10001 até 20000,Estadual,"100,0","6,9"
3 - Sudeste,31,MG,Piranga,17918,3 - 10001 até 20000,Municipal,"100,0","6,9"
3 - Sudeste,31,MG,Piranga,17918,3 - 10001 até 20000,Pública,"100,0","6,9"
3 - Sudeste,31,MG,Piranguçu,5514,2 - 5001 até 10000,Municipal,"93,5","5,9"
3 - Sudeste,31,MG,Piranguçu,5514,2 - 5001 até 10000,Pública,"93,5","5,9"
3 - Sudeste,31,MG,Piranguinho,8597,2 - 5001 até 10000,Municipal,"97,9","6,7"
3 - Sudeste,31,MG,Piranguinho,8597,2 - 5001 até 10000,Pública,"97,9","6,7"
3 - Sudeste,31,MG,Pirapetinga,10876,3 - 10001 até 20000,Estadual,"73,3","3,4"
3 - Sudeste,31,MG,Pirapetinga,10876,3 - 10001 até 20000,Municipal,"97,1","5,8"
3 - Sudeste,31,MG,Pirapetinga,10876,3 - 10001 até 20000,Pública,"96,4","5,5"
3 - Sudeste,31,MG,Pirapora,56706,5 - 50001 até 100000,Estadual,"99,4","6,7"
3 - Sudeste,31,MG,Pirapora,56706,5 - 50001 até 100000,Municipal,"99,9","5,8"
3 - Sudeste,31,MG,Pirapora,56706,5 - 50001 até 100000,Pública,"99,8","6,0"
3 - Sudeste,31,MG,Piraúba,11080,3 - 10001 até 20000,Estadual,"100,0",-
3 - Sudeste,31,MG,Piraúba,11080,3 - 10001 até 20000,Municipal,"96,7","6,9"
3 - Sudeste,31,MG,Piraúba,11080,3 - 10001 até 20000,Pública,"96,9","6,9"
3 - Sudeste,31,MG,Pitangui,27706,4 - 20001 até 50000,Estadual,"99,9","6,5"
3 - Sudeste,31,MG,Pitangui,27706,4 - 20001 até 50000,Municipal,"98,9","6,5"
3 - Sudeste,31,MG,Pitangui,27706,4 - 20001 até 50000,Pública,"99,7","6,5"
3 - Sudeste,31,MG,Piumhi,34525,4 - 20001 até 50000,Estadual,"100,0","5,8"
3 - Sudeste,31,MG,Piumhi,34525,4 - 20001 até 50000,Municipal,"99,9","6,9"
3 - Sudeste,31,MG,Piumhi,34525,4 - 20001 até 50000,Pública,"99,9","6,7"
3 - Sudeste,31,MG,Planura,11796,3 - 10001 até 20000,Municipal,"97,2","5,8"
3 - Sudeste,31,MG,Planura,11796,3 - 10001 até 20000,Pública,"97,2","5,8"
3 - Sudeste,31,MG,Poço Fundo,16903,3 - 10001 até 20000,Estadual,"99,8","6,7"
3 - Sudeste,31,MG,Poço Fundo,16903,3 - 10001 até 20000,Municipal,"100,0","7,5"
3 - Sudeste,31,MG,Poço Fundo,16903,3 - 10001 até 20000,Pública,"99,9","7,0"
3 - Sudeste,31,MG,Poços de Caldas,166085,6 - 100001 até 500000,Estadual,"99,2","6,5"
