REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP,Rede,Taxa de Aprovação - 2017,"IDEB
2017
(N x P)"
3 - Sudeste,31,MG,Poços de Caldas,166085,6 - 100001 até 500000,Municipal,"95,0","6,2"
3 - Sudeste,31,MG,Poços de Caldas,166085,6 - 100001 até 500000,Pública,"95,6","6,3"
3 - Sudeste,31,MG,Pocrane,8841,2 - 5001 até 10000,Estadual,"99,6","6,5"
3 - Sudeste,31,MG,Pocrane,8841,2 - 5001 até 10000,Municipal,-,-
3 - Sudeste,31,MG,Pocrane,8841,2 - 5001 até 10000,Pública,"99,6","6,5"
3 - Sudeste,31,MG,Pompéu,31612,4 - 20001 até 50000,Estadual,"99,0","7,3"
3 - Sudeste,31,MG,Pompéu,31612,4 - 20001 até 50000,Municipal,"99,6","6,6"
3 - Sudeste,31,MG,Pompéu,31612,4 - 20001 até 50000,Pública,"99,5","6,8"
3 - Sudeste,31,MG,Ponte Nova,60361,5 - 50001 até 100000,Estadual,"99,6","5,9"
3 - Sudeste,31,MG,Ponte Nova,60361,5 - 50001 até 100000,Municipal,"92,9","6,0"
3 - Sudeste,31,MG,Ponte Nova,60361,5 - 50001 até 100000,Pública,"95,1","5,9"
3 - Sudeste,31,MG,Ponto Chique,4259,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Ponto Chique,4259,1 - Até 5000,Municipal,"99,7","5,9"
3 - Sudeste,31,MG,Ponto Chique,4259,1 - Até 5000,Pública,"99,7","5,9"
3 - Sudeste,31,MG,Ponto dos Volantes,12138,3 - 10001 até 20000,Municipal,"99,7","5,5"
3 - Sudeste,31,MG,Ponto dos Volantes,12138,3 - 10001 até 20000,Pública,"99,7","5,5"
3 - Sudeste,31,MG,Porteirinha,38741,4 - 20001 até 50000,Estadual,"99,7","6,4"
3 - Sudeste,31,MG,Porteirinha,38741,4 - 20001 até 50000,Municipal,"100,0","5,5"
3 - Sudeste,31,MG,Porteirinha,38741,4 - 20001 até 50000,Pública,"99,8","6,4"
3 - Sudeste,31,MG,Porto Firme,11245,3 - 10001 até 20000,Estadual,"100,0","6,5"
3 - Sudeste,31,MG,Porto Firme,11245,3 - 10001 até 20000,Pública,"99,8","6,5"
3 - Sudeste,31,MG,Poté,16641,3 - 10001 até 20000,Estadual,"98,6","5,0"
3 - Sudeste,31,MG,Poté,16641,3 - 10001 até 20000,Municipal,"97,0","5,2"
3 - Sudeste,31,MG,Poté,16641,3 - 10001 até 20000,Pública,"97,5","5,1"
3 - Sudeste,31,MG,Pouso Alegre,147137,6 - 100001 até 500000,Estadual,"99,4","6,6"
3 - Sudeste,31,MG,Pouso Alegre,147137,6 - 100001 até 500000,Municipal,"96,7","6,6"
3 - Sudeste,31,MG,Pouso Alegre,147137,6 - 100001 até 500000,Pública,"97,5","6,6"
3 - Sudeste,31,MG,Pouso Alto,6185,2 - 5001 até 10000,Municipal,"95,9","6,2"
3 - Sudeste,31,MG,Pouso Alto,6185,2 - 5001 até 10000,Pública,"95,9","6,2"
3 - Sudeste,31,MG,Prados,9021,2 - 5001 até 10000,Municipal,"95,3","6,5"
3 - Sudeste,31,MG,Prados,9021,2 - 5001 até 10000,Pública,"95,3","6,5"
3 - Sudeste,31,MG,Prata,27796,4 - 20001 até 50000,Estadual,"99,6","6,5"
3 - Sudeste,31,MG,Prata,27796,4 - 20001 até 50000,Municipal,"99,2","5,6"
3 - Sudeste,31,MG,Prata,27796,4 - 20001 até 50000,Pública,"99,3","5,9"
3 - Sudeste,31,MG,Pratápolis,8890,2 - 5001 até 10000,Estadual,"100,0","5,7"
3 - Sudeste,31,MG,Pratápolis,8890,2 - 5001 até 10000,Municipal,"100,0","6,7"
3 - Sudeste,31,MG,Pratápolis,8890,2 - 5001 até 10000,Pública,"100,0","6,5"
3 - Sudeste,31,MG,Pratinha,3569,1 - Até 5000,Municipal,"96,3","5,7"
3 - Sudeste,31,MG,Pratinha,3569,1 - Até 5000,Pública,"96,3","5,7"
3 - Sudeste,31,MG,Presidente Bernardes,5562,2 - 5001 até 10000,Estadual,"100,0","6,9"
3 - Sudeste,31,MG,Presidente Bernardes,5562,2 - 5001 até 10000,Pública,"99,7","6,9"
3 - Sudeste,31,MG,Presidente Juscelino,3827,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Presidente Juscelino,3827,1 - Até 5000,Municipal,"100,0","6,3"
3 - Sudeste,31,MG,Presidente Juscelino,3827,1 - Até 5000,Pública,"100,0","6,3"
3 - Sudeste,31,MG,Presidente Kubitschek,3061,1 - Até 5000,Municipal,"97,0","5,7"
3 - Sudeste,31,MG,Presidente Kubitschek,3061,1 - Até 5000,Pública,"97,0","5,7"
3 - Sudeste,31,MG,Presidente Olegário,19599,3 - 10001 até 20000,Estadual,"100,0","6,9"
3 - Sudeste,31,MG,Presidente Olegário,19599,3 - 10001 até 20000,Municipal,"99,9","7,1"
3 - Sudeste,31,MG,Presidente Olegário,19599,3 - 10001 até 20000,Pública,"99,9","7,0"
3 - Sudeste,31,MG,Alto Jequitibá,8522,2 - 5001 até 10000,Estadual,"99,5","6,0"
3 - Sudeste,31,MG,Alto Jequitibá,8522,2 - 5001 até 10000,Pública,"99,5","5,9"
3 - Sudeste,31,MG,Prudente de Morais,10577,3 - 10001 até 20000,Estadual,"100,0","5,9"
3 - Sudeste,31,MG,Prudente de Morais,10577,3 - 10001 até 20000,Municipal,"100,0","6,1"
3 - Sudeste,31,MG,Prudente de Morais,10577,3 - 10001 até 20000,Pública,"100,0","6,0"
3 - Sudeste,31,MG,Quartel Geral,3557,1 - Até 5000,Municipal,"99,5","6,2"
3 - Sudeste,31,MG,Quartel Geral,3557,1 - Até 5000,Pública,"99,5","6,2"
3 - Sudeste,31,MG,Queluzito,1958,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Queluzito,1958,1 - Até 5000,Municipal,"93,5","5,7"
3 - Sudeste,31,MG,Queluzito,1958,1 - Até 5000,Pública,"93,5","5,7"
3 - Sudeste,31,MG,Raposos,16390,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,Raposos,16390,3 - 10001 até 20000,Municipal,"94,5","6,1"
3 - Sudeste,31,MG,Raposos,16390,3 - 10001 até 20000,Pública,"94,5","6,1"
3 - Sudeste,31,MG,Raul Soares,24368,4 - 20001 até 50000,Estadual,"100,0","6,6"
3 - Sudeste,31,MG,Raul Soares,24368,4 - 20001 até 50000,Municipal,"90,2","6,5"
3 - Sudeste,31,MG,Raul Soares,24368,4 - 20001 até 50000,Pública,"94,1","6,5"
3 - Sudeste,31,MG,Recreio,10697,3 - 10001 até 20000,Estadual,"100,0",-
3 - Sudeste,31,MG,Recreio,10697,3 - 10001 até 20000,Municipal,"92,7","5,8"
3 - Sudeste,31,MG,Recreio,10697,3 - 10001 até 20000,Pública,"93,6","5,8"
3 - Sudeste,31,MG,Reduto,7117,2 - 5001 até 10000,Estadual,"98,6",-
3 - Sudeste,31,MG,Reduto,7117,2 - 5001 até 10000,Municipal,"93,6","5,9"
3 - Sudeste,31,MG,Reduto,7117,2 - 5001 até 10000,Pública,"94,2","6,0"
3 - Sudeste,31,MG,Resende Costa,11569,3 - 10001 até 20000,Municipal,"96,7","6,3"
3 - Sudeste,31,MG,Resende Costa,11569,3 - 10001 até 20000,Pública,"96,7","6,3"
3 - Sudeste,31,MG,Resplendor,17715,3 - 10001 até 20000,Estadual,"100,0",-
3 - Sudeste,31,MG,Resplendor,17715,3 - 10001 até 20000,Municipal,"94,4","6,1"
3 - Sudeste,31,MG,Resplendor,17715,3 - 10001 até 20000,Pública,"94,6","6,1"
3 - Sudeste,31,MG,Ressaquinha,4861,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Ressaquinha,4861,1 - Até 5000,Municipal,"97,7","6,7"
3 - Sudeste,31,MG,Ressaquinha,4861,1 - Até 5000,Pública,"97,7","6,7"
3 - Sudeste,31,MG,Riachinho,8290,2 - 5001 até 10000,Estadual,"98,8",-
3 - Sudeste,31,MG,Riachinho,8290,2 - 5001 até 10000,Municipal,"97,0","6,5"
3 - Sudeste,31,MG,Riachinho,8290,2 - 5001 até 10000,Pública,"97,3","6,5"
3 - Sudeste,31,MG,Riacho dos Machados,9672,2 - 5001 até 10000,Estadual,"100,0","6,2"
3 - Sudeste,31,MG,Riacho dos Machados,9672,2 - 5001 até 10000,Pública,"99,9","6,2"
3 - Sudeste,31,MG,Ribeirão das Neves,328871,6 - 100001 até 500000,Estadual,"99,5","6,0"
3 - Sudeste,31,MG,Ribeirão das Neves,328871,6 - 100001 até 500000,Municipal,"99,0","5,4"
3 - Sudeste,31,MG,Ribeirão das Neves,328871,6 - 100001 até 500000,Pública,"99,3","5,8"
3 - Sudeste,31,MG,Ribeirão Vermelho,4058,1 - Até 5000,Municipal,"99,1","6,0"
3 - Sudeste,31,MG,Ribeirão Vermelho,4058,1 - Até 5000,Pública,"99,1","6,0"
3 - Sudeste,31,MG,Rio Acima,10123,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,Rio Acima,10123,3 - 10001 até 20000,Municipal,"94,8","5,7"
3 - Sudeste,31,MG,Rio Acima,10123,3 - 10001 até 20000,Pública,"94,8","5,7"
3 - Sudeste,31,MG,Rio Casca,14130,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,Rio Casca,14130,3 - 10001 até 20000,Municipal,"90,8","5,7"
3 - Sudeste,31,MG,Rio Casca,14130,3 - 10001 até 20000,Pública,"90,8","5,7"
3 - Sudeste,31,MG,Rio Doce,2623,1 - Até 5000,Municipal,"95,9","6,5"
3 - Sudeste,31,MG,Rio Doce,2623,1 - Até 5000,Pública,"95,9","6,5"
3 - Sudeste,31,MG,Rio do Prado,5302,2 - 5001 até 10000,Estadual,"100,0","6,3"
3 - Sudeste,31,MG,Rio do Prado,5302,2 - 5001 até 10000,Municipal,-,-
3 - Sudeste,31,MG,Rio do Prado,5302,2 - 5001 até 10000,Pública,"100,0","6,3"
3 - Sudeste,31,MG,Rio Espera,5825,2 - 5001 até 10000,Estadual,"100,0","7,1"
3 - Sudeste,31,MG,Rio Espera,5825,2 - 5001 até 10000,Pública,"100,0","7,1"
3 - Sudeste,31,MG,Rio Manso,5774,2 - 5001 até 10000,Municipal,"95,2","6,7"
3 - Sudeste,31,MG,Rio Manso,5774,2 - 5001 até 10000,Pública,"95,2","6,7"
3 - Sudeste,31,MG,Rio Novo,9084,2 - 5001 até 10000,Municipal,"100,0","6,0"
3 - Sudeste,31,MG,Rio Novo,9084,2 - 5001 até 10000,Pública,"100,0","6,0"
3 - Sudeste,31,MG,Rio Paranaíba,12462,3 - 10001 até 20000,Estadual,"100,0","7,9"
3 - Sudeste,31,MG,Rio Paranaíba,12462,3 - 10001 até 20000,Municipal,"99,6","6,7"
3 - Sudeste,31,MG,Rio Paranaíba,12462,3 - 10001 até 20000,Pública,"99,8","7,3"
3 - Sudeste,31,MG,Rio Pardo de Minas,31016,4 - 20001 até 50000,Estadual,"99,8","6,4"
3 - Sudeste,31,MG,Rio Pardo de Minas,31016,4 - 20001 até 50000,Municipal,"100,0","6,3"
3 - Sudeste,31,MG,Rio Pardo de Minas,31016,4 - 20001 até 50000,Pública,"99,9","6,3"
3 - Sudeste,31,MG,Rio Piracicaba,14624,3 - 10001 até 20000,Estadual,"99,7","6,9"
3 - Sudeste,31,MG,Rio Piracicaba,14624,3 - 10001 até 20000,Municipal,"99,4","6,9"
3 - Sudeste,31,MG,Rio Piracicaba,14624,3 - 10001 até 20000,Pública,"99,5","6,9"
3 - Sudeste,31,MG,Rio Pomba,18061,3 - 10001 até 20000,Estadual,"98,5","5,5"
3 - Sudeste,31,MG,Rio Pomba,18061,3 - 10001 até 20000,Municipal,"97,4","6,8"
3 - Sudeste,31,MG,Rio Pomba,18061,3 - 10001 até 20000,Pública,"97,6","6,5"
3 - Sudeste,31,MG,Rio Preto,5544,2 - 5001 até 10000,Municipal,"87,1","5,4"
3 - Sudeste,31,MG,Rio Preto,5544,2 - 5001 até 10000,Pública,"87,1","5,4"
3 - Sudeste,31,MG,Rio Vermelho,13453,3 - 10001 até 20000,Estadual,"99,5","5,8"
3 - Sudeste,31,MG,Rio Vermelho,13453,3 - 10001 até 20000,Pública,"98,1","5,7"
3 - Sudeste,31,MG,Ritápolis,4834,1 - Até 5000,Municipal,"94,9","6,9"
3 - Sudeste,31,MG,Ritápolis,4834,1 - Até 5000,Pública,"94,9","6,9"
3 - Sudeste,31,MG,Rochedo de Minas,2293,1 - Até 5000,Municipal,"91,7","6,0"
3 - Sudeste,31,MG,Rochedo de Minas,2293,1 - Até 5000,Pública,"91,7","6,0"
3 - Sudeste,31,MG,Rodeiro,7857,2 - 5001 até 10000,Estadual,"100,0","5,9"
3 - Sudeste,31,MG,Rodeiro,7857,2 - 5001 até 10000,Municipal,"96,6","5,7"
3 - Sudeste,31,MG,Rodeiro,7857,2 - 5001 até 10000,Pública,"97,1","5,7"
3 - Sudeste,31,MG,Romaria,3644,1 - Até 5000,Municipal,"94,9","5,6"
3 - Sudeste,31,MG,Romaria,3644,1 - Até 5000,Pública,"94,9","5,6"
3 - Sudeste,31,MG,Rosário da Limeira,4580,1 - Até 5000,Municipal,"96,1","6,3"
3 - Sudeste,31,MG,Rosário da Limeira,4580,1 - Até 5000,Pública,"96,1","6,3"
3 - Sudeste,31,MG,Rubelita,6789,2 - 5001 até 10000,Estadual,"99,5","5,8"
3 - Sudeste,31,MG,Rubelita,6789,2 - 5001 até 10000,Municipal,"99,6","5,4"
3 - Sudeste,31,MG,Rubelita,6789,2 - 5001 até 10000,Pública,"99,6","5,7"
3 - Sudeste,31,MG,Rubim,10377,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,Rubim,10377,3 - 10001 até 20000,Municipal,"96,8","5,8"
3 - Sudeste,31,MG,Rubim,10377,3 - 10001 até 20000,Pública,"96,8","5,8"
3 - Sudeste,31,MG,Sabará,135968,6 - 100001 até 500000,Estadual,"98,9","6,4"
3 - Sudeste,31,MG,Sabará,135968,6 - 100001 até 500000,Municipal,"94,3","5,9"
3 - Sudeste,31,MG,Sabará,135968,6 - 100001 até 500000,Pública,"94,7","6,0"
3 - Sudeste,31,MG,Sabinópolis,15936,3 - 10001 até 20000,Estadual,"98,9","6,4"
3 - Sudeste,31,MG,Sabinópolis,15936,3 - 10001 até 20000,Municipal,"98,7","4,9"
3 - Sudeste,31,MG,Sabinópolis,15936,3 - 10001 até 20000,Pública,"98,8","6,0"
3 - Sudeste,31,MG,Sacramento,25998,4 - 20001 até 50000,Estadual,"99,6","6,8"
3 - Sudeste,31,MG,Sacramento,25998,4 - 20001 até 50000,Municipal,"95,0","6,1"
3 - Sudeste,31,MG,Sacramento,25998,4 - 20001 até 50000,Pública,"97,1","6,4"
3 - Sudeste,31,MG,Salinas,41678,4 - 20001 até 50000,Estadual,"99,9","6,4"
3 - Sudeste,31,MG,Salinas,41678,4 - 20001 até 50000,Municipal,"100,0","5,9"
3 - Sudeste,31,MG,Salinas,41678,4 - 20001 até 50000,Pública,"100,0","6,3"
3 - Sudeste,31,MG,Salto da Divisa,7127,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Salto da Divisa,7127,2 - 5001 até 10000,Municipal,"99,6","5,1"
3 - Sudeste,31,MG,Salto da Divisa,7127,2 - 5001 até 10000,Pública,"99,6","5,1"
3 - Sudeste,31,MG,Santa Bárbara,30690,4 - 20001 até 50000,Estadual,-,-
3 - Sudeste,31,MG,Santa Bárbara,30690,4 - 20001 até 50000,Municipal,"97,9","6,8"
3 - Sudeste,31,MG,Santa Bárbara,30690,4 - 20001 até 50000,Pública,"97,9","6,8"
3 - Sudeste,31,MG,Santa Bárbara do Leste,8180,2 - 5001 até 10000,Estadual,"100,0","7,3"
3 - Sudeste,31,MG,Santa Bárbara do Leste,8180,2 - 5001 até 10000,Municipal,"96,1","5,2"
3 - Sudeste,31,MG,Santa Bárbara do Leste,8180,2 - 5001 até 10000,Pública,"97,8","6,3"
3 - Sudeste,31,MG,Santa Bárbara do Monte Verde,3096,1 - Até 5000,Municipal,"96,9","5,6"
3 - Sudeste,31,MG,Santa Bárbara do Monte Verde,3096,1 - Até 5000,Pública,"96,9","5,6"
3 - Sudeste,31,MG,Santa Bárbara do Tugúrio,4590,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Santa Bárbara do Tugúrio,4590,1 - Até 5000,Municipal,"98,3","6,3"
3 - Sudeste,31,MG,Santa Bárbara do Tugúrio,4590,1 - Até 5000,Pública,"98,3","6,3"
3 - Sudeste,31,MG,Santa Cruz de Minas,8547,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Santa Cruz de Minas,8547,2 - 5001 até 10000,Municipal,"92,6","5,0"
3 - Sudeste,31,MG,Santa Cruz de Minas,8547,2 - 5001 até 10000,Pública,"92,6","5,0"
3 - Sudeste,31,MG,Santa Cruz de Salinas,4337,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Santa Cruz de Salinas,4337,1 - Até 5000,Municipal,"99,7","5,1"
3 - Sudeste,31,MG,Santa Cruz de Salinas,4337,1 - Até 5000,Pública,"99,7","5,1"
3 - Sudeste,31,MG,Santa Cruz do Escalvado,4960,1 - Até 5000,Estadual,"100,0","6,1"
3 - Sudeste,31,MG,Santa Cruz do Escalvado,4960,1 - Até 5000,Municipal,"94,1",-
3 - Sudeste,31,MG,Santa Cruz do Escalvado,4960,1 - Até 5000,Pública,"96,1","5,8"
3 - Sudeste,31,MG,Santa Efigênia de Minas,4587,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Santa Efigênia de Minas,4587,1 - Até 5000,Municipal,"99,4","5,9"
3 - Sudeste,31,MG,Santa Efigênia de Minas,4587,1 - Até 5000,Pública,"99,4","5,9"
3 - Sudeste,31,MG,Santa Fé de Minas,3985,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Santa Fé de Minas,3985,1 - Até 5000,Municipal,"99,3","5,0"
3 - Sudeste,31,MG,Santa Fé de Minas,3985,1 - Até 5000,Pública,"99,3","5,0"
3 - Sudeste,31,MG,Santa Helena de Minas,6410,2 - 5001 até 10000,Estadual,"100,0","5,5"
3 - Sudeste,31,MG,Santa Helena de Minas,6410,2 - 5001 até 10000,Municipal,"99,2","5,9"
3 - Sudeste,31,MG,Santa Helena de Minas,6410,2 - 5001 até 10000,Pública,"99,7","5,8"
3 - Sudeste,31,MG,Santa Juliana,13380,3 - 10001 até 20000,Municipal,"100,0","6,9"
3 - Sudeste,31,MG,Santa Juliana,13380,3 - 10001 até 20000,Pública,"100,0","6,9"
3 - Sudeste,31,MG,Santa Luzia,218897,6 - 100001 até 500000,Estadual,"98,7","5,8"
3 - Sudeste,31,MG,Santa Luzia,218897,6 - 100001 até 500000,Municipal,"95,6","6,2"
3 - Sudeste,31,MG,Santa Luzia,218897,6 - 100001 até 500000,Pública,"96,3","6,1"
3 - Sudeste,31,MG,Santa Margarida,16173,3 - 10001 até 20000,Estadual,"99,8","5,7"
3 - Sudeste,31,MG,Santa Margarida,16173,3 - 10001 até 20000,Municipal,"95,2","7,3"
3 - Sudeste,31,MG,Santa Margarida,16173,3 - 10001 até 20000,Pública,"97,6","5,8"
3 - Sudeste,31,MG,Santa Maria de Itabira,11007,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,Santa Maria de Itabira,11007,3 - 10001 até 20000,Municipal,"100,0","6,4"
3 - Sudeste,31,MG,Santa Maria de Itabira,11007,3 - 10001 até 20000,Pública,"100,0","6,4"
3 - Sudeste,31,MG,Santa Maria do Salto,5381,2 - 5001 até 10000,Estadual,"99,1","6,2"
3 - Sudeste,31,MG,Santa Maria do Salto,5381,2 - 5001 até 10000,Municipal,"100,0","5,1"
3 - Sudeste,31,MG,Santa Maria do Salto,5381,2 - 5001 até 10000,Pública,"99,7","5,6"
3 - Sudeste,31,MG,Santa Maria do Suaçuí,14896,3 - 10001 até 20000,Estadual,"99,8","6,7"
3 - Sudeste,31,MG,Santa Maria do Suaçuí,14896,3 - 10001 até 20000,Municipal,"100,0","5,4"
3 - Sudeste,31,MG,Santa Maria do Suaçuí,14896,3 - 10001 até 20000,Pública,"99,9","6,2"
3 - Sudeste,31,MG,Santana da Vargem,7322,2 - 5001 até 10000,Estadual,"100,0","7,3"
3 - Sudeste,31,MG,Santana da Vargem,7322,2 - 5001 até 10000,Municipal,"100,0","7,3"
3 - Sudeste,31,MG,Santana da Vargem,7322,2 - 5001 até 10000,Pública,"100,0","7,3"
3 - Sudeste,31,MG,Santana de Cataguases,3876,1 - Até 5000,Municipal,"100,0","6,5"
3 - Sudeste,31,MG,Santana de Cataguases,3876,1 - Até 5000,Pública,"100,0","6,5"
3 - Sudeste,31,MG,Santana de Pirapama,7965,2 - 5001 até 10000,Estadual,"100,0","7,8"
3 - Sudeste,31,MG,Santana de Pirapama,7965,2 - 5001 até 10000,Municipal,"99,7","5,6"
3 - Sudeste,31,MG,Santana de Pirapama,7965,2 - 5001 até 10000,Pública,"99,8","6,4"
3 - Sudeste,31,MG,Santana do Deserto,4032,1 - Até 5000,Municipal,"83,3","5,1"
3 - Sudeste,31,MG,Santana do Deserto,4032,1 - Até 5000,Pública,"83,3","5,1"
3 - Sudeste,31,MG,Santana do Garambéu,2436,1 - Até 5000,Municipal,"99,3","5,7"
3 - Sudeste,31,MG,Santana do Garambéu,2436,1 - Até 5000,Pública,"99,3","5,7"
3 - Sudeste,31,MG,Santana do Jacaré,4861,1 - Até 5000,Municipal,"99,6","6,2"
3 - Sudeste,31,MG,Santana do Jacaré,4861,1 - Até 5000,Pública,"99,6","6,2"
3 - Sudeste,31,MG,Santana do Manhuaçu,8853,2 - 5001 até 10000,Estadual,"97,0","5,7"
3 - Sudeste,31,MG,Santana do Manhuaçu,8853,2 - 5001 até 10000,Municipal,"99,5","6,0"
3 - Sudeste,31,MG,Santana do Manhuaçu,8853,2 - 5001 até 10000,Pública,"99,1","6,0"
3 - Sudeste,31,MG,Santana do Paraíso,32828,4 - 20001 até 50000,Estadual,"99,6","6,8"
3 - Sudeste,31,MG,Santana do Paraíso,32828,4 - 20001 até 50000,Municipal,"98,8","6,2"
3 - Sudeste,31,MG,Santana do Paraíso,32828,4 - 20001 até 50000,Pública,"99,0","6,3"
3 - Sudeste,31,MG,Santana do Riacho,4301,1 - Até 5000,Estadual,"100,0","5,7"
3 - Sudeste,31,MG,Santana do Riacho,4301,1 - Até 5000,Municipal,"98,8","6,6"
3 - Sudeste,31,MG,Santana do Riacho,4301,1 - Até 5000,Pública,"99,4","6,2"
3 - Sudeste,31,MG,Santana dos Montes,3887,1 - Até 5000,Estadual,"92,9","5,5"
3 - Sudeste,31,MG,Santana dos Montes,3887,1 - Até 5000,Municipal,"97,9","6,1"
3 - Sudeste,31,MG,Santana dos Montes,3887,1 - Até 5000,Pública,"97,6","6,0"
3 - Sudeste,31,MG,Santa Rita de Caldas,9198,2 - 5001 até 10000,Estadual,"100,0",-
3 - Sudeste,31,MG,Santa Rita de Caldas,9198,2 - 5001 até 10000,Municipal,"98,4","6,8"
3 - Sudeste,31,MG,Santa Rita de Caldas,9198,2 - 5001 até 10000,Pública,"98,7","6,9"
3 - Sudeste,31,MG,Santa Rita de Jacutinga,5043,2 - 5001 até 10000,Municipal,"98,6","5,9"
3 - Sudeste,31,MG,Santa Rita de Jacutinga,5043,2 - 5001 até 10000,Pública,"98,6","5,9"
3 - Sudeste,31,MG,Santa Rita de Minas,7149,2 - 5001 até 10000,Municipal,"99,3","6,3"
3 - Sudeste,31,MG,Santa Rita de Minas,7149,2 - 5001 até 10000,Pública,"99,3","6,3"
3 - Sudeste,31,MG,Santa Rita de Ibitipoca,3566,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Santa Rita de Ibitipoca,3566,1 - Até 5000,Municipal,"94,3",-
3 - Sudeste,31,MG,Santa Rita de Ibitipoca,3566,1 - Até 5000,Pública,"94,3",-
3 - Sudeste,31,MG,Santa Rita do Itueto,5699,2 - 5001 até 10000,Estadual,"100,0","6,7"
3 - Sudeste,31,MG,Santa Rita do Itueto,5699,2 - 5001 até 10000,Municipal,"100,0","6,8"
3 - Sudeste,31,MG,Santa Rita do Itueto,5699,2 - 5001 até 10000,Pública,"100,0","6,8"
3 - Sudeste,31,MG,Santa Rita do Sapucaí,42324,4 - 20001 até 50000,Estadual,"100,0","7,1"
3 - Sudeste,31,MG,Santa Rita do Sapucaí,42324,4 - 20001 até 50000,Municipal,"94,7","6,6"
3 - Sudeste,31,MG,Santa Rita do Sapucaí,42324,4 - 20001 até 50000,Pública,"96,8","6,8"
3 - Sudeste,31,MG,Santa Rosa da Serra,3386,1 - Até 5000,Estadual,"100,0","6,8"
3 - Sudeste,31,MG,Santa Rosa da Serra,3386,1 - Até 5000,Municipal,-,-
3 - Sudeste,31,MG,Santa Rosa da Serra,3386,1 - Até 5000,Pública,"100,0","6,8"
3 - Sudeste,31,MG,Santa Vitória,19646,3 - 10001 até 20000,Estadual,"99,8","7,0"
3 - Sudeste,31,MG,Santa Vitória,19646,3 - 10001 até 20000,Municipal,"100,0","6,2"
3 - Sudeste,31,MG,Santa Vitória,19646,3 - 10001 até 20000,Pública,"99,9","6,6"
3 - Sudeste,31,MG,Santo Antônio do Amparo,18553,3 - 10001 até 20000,Estadual,"100,0","6,0"
3 - Sudeste,31,MG,Santo Antônio do Amparo,18553,3 - 10001 até 20000,Municipal,"95,2","6,1"
3 - Sudeste,31,MG,Santo Antônio do Amparo,18553,3 - 10001 até 20000,Pública,"95,8","6,1"
3 - Sudeste,31,MG,Santo Antônio do Aventureiro,3668,1 - Até 5000,Municipal,"99,6","7,0"
3 - Sudeste,31,MG,Santo Antônio do Aventureiro,3668,1 - Até 5000,Pública,"99,6","7,0"
3 - Sudeste,31,MG,Santo Antônio do Grama,4071,1 - Até 5000,Municipal,"95,4","7,1"
3 - Sudeste,31,MG,Santo Antônio do Grama,4071,1 - Até 5000,Pública,"95,4","7,1"
3 - Sudeste,31,MG,Santo Antônio do Itambé,4040,1 - Até 5000,Estadual,"97,5","5,5"
3 - Sudeste,31,MG,Santo Antônio do Itambé,4040,1 - Até 5000,Municipal,"100,0","5,6"
3 - Sudeste,31,MG,Santo Antônio do Itambé,4040,1 - Até 5000,Pública,"99,7","5,6"
3 - Sudeste,31,MG,Santo Antônio do Jacinto,11977,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,Santo Antônio do Jacinto,11977,3 - 10001 até 20000,Municipal,"93,5","5,2"
3 - Sudeste,31,MG,Santo Antônio do Jacinto,11977,3 - 10001 até 20000,Pública,"93,5","5,2"
3 - Sudeste,31,MG,Santo Antônio do Monte,28115,4 - 20001 até 50000,Estadual,"99,1","7,2"
3 - Sudeste,31,MG,Santo Antônio do Monte,28115,4 - 20001 até 50000,Municipal,"100,0","7,3"
3 - Sudeste,31,MG,Santo Antônio do Monte,28115,4 - 20001 até 50000,Pública,"99,8","7,3"
3 - Sudeste,31,MG,Santo Antônio do Retiro,7339,2 - 5001 até 10000,Estadual,"100,0","5,7"
3 - Sudeste,31,MG,Santo Antônio do Retiro,7339,2 - 5001 até 10000,Municipal,"100,0","6,0"
3 - Sudeste,31,MG,Santo Antônio do Retiro,7339,2 - 5001 até 10000,Pública,"100,0","6,0"
3 - Sudeste,31,MG,Santo Antônio do Rio Abaixo,1813,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Santo Antônio do Rio Abaixo,1813,1 - Até 5000,Municipal,"98,8","7,0"
3 - Sudeste,31,MG,Santo Antônio do Rio Abaixo,1813,1 - Até 5000,Pública,"98,8","7,0"
