CodMun,REGIAO,COD_UF,UF,NOME_MUNIC,POP_EST,CLASSE_POP,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen,Favela,Cortico,Lote_Irr,Ocupacao,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
3109253,3 - Sudeste,31,MG,Bugre,4146,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim
3109303,3 - Sudeste,31,MG,Buritis,24689,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não sabe
3109402,3 - Sudeste,31,MG,Buritizeiro,28335,4 - 20001 até 50000,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não
3109451,3 - Sudeste,31,MG,Cabeceira Grande,6940,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3109501,3 - Sudeste,31,MG,Cabo Verde,14330,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3109600,3 - Sudeste,31,MG,Cachoeira da Prata,3710,1 - Até 5000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não sabe,Não,Não,Não,Não,Não
3109709,3 - Sudeste,31,MG,Cachoeira de Minas,11646,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3109808,3 - Sudeste,31,MG,Cachoeira Dourada,2691,1 - Até 5000,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não
3109907,3 - Sudeste,31,MG,Caetanópolis,11399,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
3110004,3 - Sudeste,31,MG,Caeté,44377,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3110103,3 - Sudeste,31,MG,Caiana,5440,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3110202,3 - Sudeste,31,MG,Cajuri,4108,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não sabe
3110301,3 - Sudeste,31,MG,Caldas,14529,3 - 10001 até 20000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3110400,3 - Sudeste,31,MG,Camacho,3064,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3110509,3 - Sudeste,31,MG,Camanducaia,22057,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não
3110608,3 - Sudeste,31,MG,Cambuí,29165,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
3110707,3 - Sudeste,31,MG,Cambuquira,13053,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não sabe,Não,Não,Não sabe
3110806,3 - Sudeste,31,MG,Campanário,3757,1 - Até 5000,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não sabe,Sim,Sim,Não sabe
3110905,3 - Sudeste,31,MG,Campanha,16627,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3111002,3 - Sudeste,31,MG,Campestre,21440,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
3111101,3 - Sudeste,31,MG,Campina Verde,20079,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não sabe,Não
3111150,3 - Sudeste,31,MG,Campo Azul,3863,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Sim,Sim,Não,Não,Não
3111200,3 - Sudeste,31,MG,Campo Belo,54458,5 - 50001 até 100000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não
3111309,3 - Sudeste,31,MG,Campo do Meio,11878,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3111408,3 - Sudeste,31,MG,Campo Florido,7886,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3111507,3 - Sudeste,31,MG,Campos Altos,15387,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3111606,3 - Sudeste,31,MG,Campos Gerais,29057,4 - 20001 até 50000,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3111705,3 - Sudeste,31,MG,Canaã,4699,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3111804,3 - Sudeste,31,MG,Canápolis,12117,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3111903,3 - Sudeste,31,MG,Cana Verde,5735,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não
3112000,3 - Sudeste,31,MG,Candeias,15147,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3112059,3 - Sudeste,31,MG,Cantagalo,4517,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não
3112109,3 - Sudeste,31,MG,Caparaó,5489,2 - 5001 até 10000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,Não sabe,Não,Não,Não,Não,Não
3112208,3 - Sudeste,31,MG,Capela Nova,4805,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3112307,3 - Sudeste,31,MG,Capelinha,37867,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim
3112406,3 - Sudeste,31,MG,Capetinga,7152,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3112505,3 - Sudeste,31,MG,Capim Branco,9678,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3112604,3 - Sudeste,31,MG,Capinópolis,16250,3 - 10001 até 20000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3112653,3 - Sudeste,31,MG,Capitão Andrade,5405,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não
3112703,3 - Sudeste,31,MG,Capitão Enéas,15237,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
3112802,3 - Sudeste,31,MG,Capitólio,8682,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3112901,3 - Sudeste,31,MG,Caputira,9431,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Sim
3113008,3 - Sudeste,31,MG,Caraí,23781,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não sabe,Não,Sim,Sim
3113107,3 - Sudeste,31,MG,Caranaíba,3299,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3113206,3 - Sudeste,31,MG,Carandaí,25376,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não
3113305,3 - Sudeste,31,MG,Carangola,33559,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não
3113404,3 - Sudeste,31,MG,Caratinga,91841,5 - 50001 até 100000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim
3113503,3 - Sudeste,31,MG,Carbonita,9544,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3113602,3 - Sudeste,31,MG,Careaçu,6757,2 - 5001 até 10000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não
3113701,3 - Sudeste,31,MG,Carlos Chagas,19750,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não
3113800,3 - Sudeste,31,MG,Carmésia,2629,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não
3113909,3 - Sudeste,31,MG,Carmo da Cachoeira,12350,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3114006,3 - Sudeste,31,MG,Carmo da Mata,11559,3 - 10001 até 20000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Não,Sim,Não
3114105,3 - Sudeste,31,MG,Carmo de Minas,14822,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não
3114204,3 - Sudeste,31,MG,Carmo do Cajuru,22136,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não
3114303,3 - Sudeste,31,MG,Carmo do Paranaíba,30861,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Sim,Não
3114402,3 - Sudeste,31,MG,Carmo do Rio Claro,21458,4 - 20001 até 50000,Sim,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3114501,3 - Sudeste,31,MG,Carmópolis de Minas,18995,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3114550,3 - Sudeste,31,MG,Carneirinho,10072,3 - 10001 até 20000,Sim,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3114600,3 - Sudeste,31,MG,Carrancas,4110,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3114709,3 - Sudeste,31,MG,Carvalhópolis,3581,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3114808,3 - Sudeste,31,MG,Carvalhos,4617,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3114907,3 - Sudeste,31,MG,Casa Grande,2309,1 - Até 5000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não
3115003,3 - Sudeste,31,MG,Cascalho Rico,3071,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3115102,3 - Sudeste,31,MG,Cássia,18057,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
3115201,3 - Sudeste,31,MG,Conceição da Barra de Minas,4050,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3115300,3 - Sudeste,31,MG,Cataguases,75025,5 - 50001 até 100000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
3115359,3 - Sudeste,31,MG,Catas Altas,5316,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim
3115409,3 - Sudeste,31,MG,Catas Altas da Noruega,3666,1 - Até 5000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3115458,3 - Sudeste,31,MG,Catuji,6612,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim
3115474,3 - Sudeste,31,MG,Catuti,5151,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3115508,3 - Sudeste,31,MG,Caxambu,22208,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim
3115607,3 - Sudeste,31,MG,Cedro do Abaeté,1209,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3115706,3 - Sudeste,31,MG,Central de Minas,7112,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim
3115805,3 - Sudeste,31,MG,Centralina,10622,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3115904,3 - Sudeste,31,MG,Chácara,3101,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não sabe,Sim,Sim,Sim
3116001,3 - Sudeste,31,MG,Chalé,5823,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não
3116100,3 - Sudeste,31,MG,Chapada do Norte,15675,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não
3116159,3 - Sudeste,31,MG,Chapada Gaúcha,12971,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3116209,3 - Sudeste,31,MG,Chiador,2789,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,-,-,-,-,Sim,Não,Não,Não,Não,Não
3116308,3 - Sudeste,31,MG,Cipotânea,6868,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
3116407,3 - Sudeste,31,MG,Claraval,4847,1 - Até 5000,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3116506,3 - Sudeste,31,MG,Claro dos Poções,7819,2 - 5001 até 10000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3116605,3 - Sudeste,31,MG,Cláudio,28287,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
3116704,3 - Sudeste,31,MG,Coimbra,7559,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3116803,3 - Sudeste,31,MG,Coluna,9146,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não sabe,Sim,Sim,Sim
3116902,3 - Sudeste,31,MG,Comendador Gomes,3138,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
3117009,3 - Sudeste,31,MG,Comercinho,7599,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não
3117108,3 - Sudeste,31,MG,Conceição da Aparecida,10374,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3117207,3 - Sudeste,31,MG,Conceição das Pedras,2858,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não
3117306,3 - Sudeste,31,MG,Conceição das Alagoas,26818,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não
3117405,3 - Sudeste,31,MG,Conceição de Ipanema,4644,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3117504,3 - Sudeste,31,MG,Conceição do Mato Dentro,18126,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não sabe,Não,Não,Não,Não sabe,Não
3117603,3 - Sudeste,31,MG,Conceição do Pará,5515,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3117702,3 - Sudeste,31,MG,Conceição do Rio Verde,13724,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não
3117801,3 - Sudeste,31,MG,Conceição dos Ouros,11467,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3117836,3 - Sudeste,31,MG,Cônego Marinho,7624,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3117876,3 - Sudeste,31,MG,Confins,6608,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3117900,3 - Sudeste,31,MG,Congonhal,11706,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Não
3118007,3 - Sudeste,31,MG,Congonhas,53843,5 - 50001 até 100000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim
3118106,3 - Sudeste,31,MG,Congonhas do Norte,5134,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3118205,3 - Sudeste,31,MG,Conquista,6960,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não
3118304,3 - Sudeste,31,MG,Conselheiro Lafaiete,127369,6 - 100001 até 500000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não sabe
3118403,3 - Sudeste,31,MG,Conselheiro Pena,23240,4 - 20001 até 50000,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim
3118502,3 - Sudeste,31,MG,Consolação,1810,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3118601,3 - Sudeste,31,MG,Contagem,658580,7 - Maior que 500000,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim
3118700,3 - Sudeste,31,MG,Coqueiral,9432,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
