CodMun,REGIAO,COD_UF,UF,NOME_MUNIC,POP_EST,CLASSE_POP,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao,ImpacAmb_24meses,Secas_Enxurr,PoluiAr,Polui_corpoAgua,Assorea_corpoAgua,DiminVazao_corpoAgua,Desmatam,Queimad,Erosao_Desert,Dimin_FaunaFlora,MoradRiscoAmb,FaltaSaneamen,Favela,Cortico,Lote_Irr,Ocupacao,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
3118809,3 - Sudeste,31,MG,Coração de Jesus,27052,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não sabe
3118908,3 - Sudeste,31,MG,Cordisburgo,9029,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3119005,3 - Sudeste,31,MG,Cordislândia,3587,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3119104,3 - Sudeste,31,MG,Corinto,24384,4 - 20001 até 50000,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Sim,Não
3119203,3 - Sudeste,31,MG,Coroaci,10339,3 - 10001 até 20000,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não
3119302,3 - Sudeste,31,MG,Coromandel,28508,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não
3119401,3 - Sudeste,31,MG,Coronel Fabriciano,110326,6 - 100001 até 500000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
3119500,3 - Sudeste,31,MG,Coronel Murta,9411,2 - 5001 até 10000,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Sim,Não sabe
3119609,3 - Sudeste,31,MG,Coronel Pacheco,3125,1 - Até 5000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
3119708,3 - Sudeste,31,MG,Coronel Xavier Chaves,3471,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3119807,3 - Sudeste,31,MG,Córrego Danta,3359,1 - Até 5000,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Sim,Não,Não
3119906,3 - Sudeste,31,MG,Córrego do Bom Jesus,3804,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Não sabe,Sim,Não,Sim,Sim,Não
3119955,3 - Sudeste,31,MG,Córrego Fundo,6295,2 - 5001 até 10000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3120003,3 - Sudeste,31,MG,Córrego Novo,2970,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,-,-,-,-,Sim,Sim,Sim,Não,Sim,Sim
3120102,3 - Sudeste,31,MG,Couto de Magalhães de Minas,4444,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3120151,3 - Sudeste,31,MG,Crisólita,6631,2 - 5001 até 10000,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não
3120201,3 - Sudeste,31,MG,Cristais,12564,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3120300,3 - Sudeste,31,MG,Cristália,6042,2 - 5001 até 10000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não sabe,Não sabe
3120409,3 - Sudeste,31,MG,Cristiano Otoni,5225,2 - 5001 até 10000,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não
3120508,3 - Sudeste,31,MG,Cristina,10482,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim
3120607,3 - Sudeste,31,MG,Crucilândia,5057,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3120706,3 - Sudeste,31,MG,Cruzeiro da Fortaleza,4174,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,Não,Não,Não,Não,Não,Não
3120805,3 - Sudeste,31,MG,Cruzília,15497,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não
3120839,3 - Sudeste,31,MG,Cuparaque,4995,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não
3120870,3 - Sudeste,31,MG,Curral de Dentro,7623,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3120904,3 - Sudeste,31,MG,Curvelo,79878,5 - 50001 até 100000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3121001,3 - Sudeste,31,MG,Datas,5471,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3121100,3 - Sudeste,31,MG,Delfim Moreira,8205,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não
3121209,3 - Sudeste,31,MG,Delfinópolis,7186,2 - 5001 até 10000,Sim,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3121258,3 - Sudeste,31,MG,Delta,9904,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não
3121308,3 - Sudeste,31,MG,Descoberto,5047,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3121407,3 - Sudeste,31,MG,Desterro de Entre Rios,7334,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não
3121506,3 - Sudeste,31,MG,Desterro do Melo,3015,1 - Até 5000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
3121605,3 - Sudeste,31,MG,Diamantina,48230,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não sabe,Não sabe,Não sabe
3121704,3 - Sudeste,31,MG,Diogo de Vasconcelos,3913,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
3121803,3 - Sudeste,31,MG,Dionísio,8287,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3121902,3 - Sudeste,31,MG,Divinésia,3455,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3122009,3 - Sudeste,31,MG,Divino,20133,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3122108,3 - Sudeste,31,MG,Divino das Laranjeiras,5086,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não
3122207,3 - Sudeste,31,MG,Divinolândia de Minas,7559,2 - 5001 até 10000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não
3122306,3 - Sudeste,31,MG,Divinópolis,234937,6 - 100001 até 500000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
3122355,3 - Sudeste,31,MG,Divisa Alegre,6625,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3122405,3 - Sudeste,31,MG,Divisa Nova,6068,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3122454,3 - Sudeste,31,MG,Divisópolis,10547,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3122470,3 - Sudeste,31,MG,Dom Bosco,3818,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3122504,3 - Sudeste,31,MG,Dom Cavati,5247,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,-,-,-,-,Não,Não,Não,Sim,Sim,Sim
3122603,3 - Sudeste,31,MG,Dom Joaquim,4602,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3122702,3 - Sudeste,31,MG,Dom Silvério,5351,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim
3122801,3 - Sudeste,31,MG,Dom Viçoso,3072,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3122900,3 - Sudeste,31,MG,Dona Eusébia,6527,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3123007,3 - Sudeste,31,MG,Dores de Campos,10093,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não sabe,Não,Não,Não
3123106,3 - Sudeste,31,MG,Dores de Guanhães,5316,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3123205,3 - Sudeste,31,MG,Dores do Indaiá,13923,3 - 10001 até 20000,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3123304,3 - Sudeste,31,MG,Dores do Turvo,4437,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3123403,3 - Sudeste,31,MG,Doresópolis,1533,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,-,-,-,-,Sim,Não,Não,Não,Não,Não
3123502,3 - Sudeste,31,MG,Douradoquara,1930,1 - Até 5000,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não
3123528,3 - Sudeste,31,MG,Durandé,7884,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3123601,3 - Sudeste,31,MG,Elói Mendes,27730,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3123700,3 - Sudeste,31,MG,Engenheiro Caldas,11098,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não
3123809,3 - Sudeste,31,MG,Engenheiro Navarro,7377,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Não
3123858,3 - Sudeste,31,MG,Entre Folhas,5443,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,Sim,Não,Sim,Não,Não,Não sabe
3123908,3 - Sudeste,31,MG,Entre Rios de Minas,15292,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3124005,3 - Sudeste,31,MG,Ervália,19015,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não
3124104,3 - Sudeste,31,MG,Esmeraldas,69010,5 - 50001 até 100000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3124203,3 - Sudeste,31,MG,Espera Feliz,24805,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
3124302,3 - Sudeste,31,MG,Espinosa,32214,4 - 20001 até 50000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não sabe,Não
3124401,3 - Sudeste,31,MG,Espírito Santo do Dourado,4712,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,-,-,-,-,Sim,Não,Não,Não,Não,Não
3124500,3 - Sudeste,31,MG,Estiva,11449,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não sabe,Não,Não,Não sabe,Não sabe,Não sabe
3124609,3 - Sudeste,31,MG,Estrela Dalva,2448,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3124708,3 - Sudeste,31,MG,Estrela do Indaiá,3590,1 - Até 5000,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3124807,3 - Sudeste,31,MG,Estrela do Sul,7981,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3124906,3 - Sudeste,31,MG,Eugenópolis,11285,3 - 10001 até 20000,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
3125002,3 - Sudeste,31,MG,Ewbank da Câmara,3952,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Não,Não
3125101,3 - Sudeste,31,MG,Extrema,34344,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não,Sim,Não sabe,Sim,Não,Não
3125200,3 - Sudeste,31,MG,Fama,2426,1 - Até 5000,Sim,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3125309,3 - Sudeste,31,MG,Faria Lemos,3371,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não
3125408,3 - Sudeste,31,MG,Felício dos Santos,5012,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3125507,3 - Sudeste,31,MG,São Gonçalo do Rio Preto,3205,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Não sabe,Não,Não,Não,Não,Não
3125606,3 - Sudeste,31,MG,Felisburgo,7431,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não
3125705,3 - Sudeste,31,MG,Felixlândia,15273,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3125804,3 - Sudeste,31,MG,Fernandes Tourinho,3369,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Não,Não,Não
3125903,3 - Sudeste,31,MG,Ferros,10432,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim
3125952,3 - Sudeste,31,MG,Fervedouro,11039,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não
3126000,3 - Sudeste,31,MG,Florestal,7343,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3126109,3 - Sudeste,31,MG,Formiga,68423,5 - 50001 até 100000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3126208,3 - Sudeste,31,MG,Formoso,9294,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não sabe,Não,Não,Não
3126307,3 - Sudeste,31,MG,Fortaleza de Minas,4407,1 - Até 5000,Não,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3126406,3 - Sudeste,31,MG,Fortuna de Minas,2932,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Sim,Não
3126505,3 - Sudeste,31,MG,Francisco Badaró,10557,3 - 10001 até 20000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
3126604,3 - Sudeste,31,MG,Francisco Dumont,5215,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3126703,3 - Sudeste,31,MG,Francisco Sá,26428,4 - 20001 até 50000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3126752,3 - Sudeste,31,MG,Franciscópolis,5672,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
3126802,3 - Sudeste,31,MG,Frei Gaspar,6024,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim
3126901,3 - Sudeste,31,MG,Frei Inocêncio,9597,2 - 5001 até 10000,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não sabe,Não sabe
3126950,3 - Sudeste,31,MG,Frei Lagonegro,3510,1 - Até 5000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não sabe,Não,Não,Não
3127008,3 - Sudeste,31,MG,Fronteira,17072,3 - 10001 até 20000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
3127057,3 - Sudeste,31,MG,Fronteira dos Vales,4733,1 - Até 5000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim
3127073,3 - Sudeste,31,MG,Fruta de Leite,5709,2 - 5001 até 10000,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3127107,3 - Sudeste,31,MG,Frutal,58770,5 - 50001 até 100000,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
3127206,3 - Sudeste,31,MG,Funilândia,4277,1 - Até 5000,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não
3127305,3 - Sudeste,31,MG,Galiléia,7034,2 - 5001 até 10000,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não
3127339,3 - Sudeste,31,MG,Gameleiras,5246,2 - 5001 até 10000,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
3127354,3 - Sudeste,31,MG,Glaucilândia,3160,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
3127370,3 - Sudeste,31,MG,Goiabeira,3328,1 - Até 5000,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
3127388,3 - Sudeste,31,MG,Goianá,3952,1 - Até 5000,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,-,-,-,Não,Sim,Não,Sim,Não,Não
