Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral.1,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral.1,Creche Parcial.1,Pré-Escola Integral.1,Pré-Escola Parcial.1,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio,Total Matriculados
Jacinto,133.0,0.0,0.0,244.0,836.0,61.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442.0
Jacuí,0.0,0.0,0.0,189.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0
Jacutinga,367.0,30.0,0.0,514.0,727.0,146.0,861.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2823.0
Jaguaraçu,34.0,14.0,0.0,83.0,171.0,8.0,134.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0
Jaíba,0.0,394.0,0.0,1161.0,715.0,324.0,0.0,198.0,102.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3112.0
Jampruca,0.0,29.0,0.0,124.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0
Janaúba,787.0,635.0,506.0,1130.0,1194.0,120.0,228.0,86.0,250.0,0.0,0.0,0.0,0.0,168.0,123.0,123.0,0.0,929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6279.0
Januária,128.0,473.0,131.0,1378.0,607.0,843.0,355.0,387.0,0.0,0.0,0.0,0.0,0.0,85.0,25.0,46.0,0.0,656.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5160.0
Japaraíba,58.0,0.0,0.0,116.0,172.0,56.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0
Japonvar,46.0,73.0,0.0,211.0,137.0,189.0,126.0,167.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0
Jeceaba,57.0,44.0,11.0,111.0,250.0,106.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0
Jenipapo de Minas,0.0,77.0,0.0,154.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0
Jequeri,198.0,0.0,0.0,275.0,371.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0
Jequitaí,38.0,60.0,0.0,170.0,335.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0
Jequitibá,0.0,23.0,0.0,134.0,0.0,217.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0
Jequitinhonha,24.0,257.0,0.0,462.0,470.0,290.0,0.0,157.0,161.0,0.0,0.0,0.0,0.0,25.0,6.0,63.0,0.0,34.0,0.0,15.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0
Jesuânia,0.0,0.0,0.0,95.0,270.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0
Joaíma,204.0,0.0,303.0,0.0,284.0,261.0,2.0,131.0,670.0,0.0,0.0,0.0,0.0,3.0,0.0,55.0,0.0,38.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0
Joanésia,0.0,0.0,0.0,75.0,174.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0
João Monlevade,564.0,0.0,34.0,1199.0,1859.0,0.0,1915.0,0.0,142.0,0.0,0.0,0.0,0.0,126.0,79.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,6147.0
João Pinheiro,241.0,14.0,0.0,968.0,148.0,584.0,147.0,316.0,176.0,0.0,0.0,0.0,0.0,37.0,3.0,84.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738.0
Joaquim Felício,70.0,0.0,0.0,73.0,290.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0
Jordânia,80.0,40.0,0.0,230.0,86.0,41.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0
José Gonçalves de Minas,0.0,98.0,0.0,115.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0
José Raydan,12.0,14.0,0.0,114.0,167.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0
Josenópolis,70.0,0.0,0.0,74.0,315.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0
Juatuba,307.0,0.0,81.0,710.0,1731.0,0.0,1549.0,0.0,413.0,0.0,0.0,0.0,0.0,98.0,46.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,5258.0
Juiz de Fora,2528.0,247.0,924.0,5618.0,12139.0,559.0,7868.0,444.0,3279.0,0.0,0.0,0.0,0.0,732.0,422.0,2617.0,0.0,0.0,1363.0,222.0,355.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39798.0
Juramento,0.0,51.0,0.0,97.0,139.0,58.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
Juruaia,156.0,0.0,0.0,216.0,598.0,47.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0
Juvenília,24.0,36.0,0.0,161.0,320.0,51.0,146.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0
Ladainha,78.0,67.0,58.0,281.0,0.0,775.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0
Lagamar,57.0,62.0,0.0,116.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0
Lagoa da Prata,402.0,0.0,0.0,997.0,985.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,111.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2885.0
Lagoa dos Patos,70.0,0.0,0.0,101.0,302.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0
Lagoa Dourada,0.0,87.0,0.0,290.0,474.0,290.0,558.0,255.0,139.0,0.0,0.0,0.0,0.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2182.0
Lagoa Formosa,0.0,202.0,0.0,333.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,12.0,0.0,0.0,32.0,65.0,33.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1812.0
Lagoa Grande,134.0,0.0,0.0,195.0,453.0,31.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0
Lagoa Santa,141.0,865.0,0.0,1203.0,1994.0,0.0,1387.0,0.0,1119.0,0.0,0.0,0.0,0.0,408.0,211.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7707.0
Lajinha,90.0,38.0,0.0,517.0,428.0,303.0,425.0,74.0,24.0,0.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1958.0
Lambari,116.0,0.0,0.0,388.0,643.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0
Lamim,0.0,0.0,0.0,102.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
Laranjal,13.0,40.0,0.0,128.0,321.0,0.0,219.0,0.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0
Lassance,0.0,0.0,0.0,185.0,190.0,178.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0
Lavras,1529.0,208.0,103.0,1619.0,3024.0,279.0,1550.0,283.0,201.0,0.0,0.0,0.0,0.0,639.0,541.0,427.0,0.0,0.0,0.0,62.0,0.0,105.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,10646.0
Leandro Ferreira,0.0,38.0,0.0,84.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
Leme do Prado,109.0,0.0,0.0,122.0,0.0,76.0,0.0,105.0,23.0,0.0,0.0,0.0,0.0,7.0,0.0,187.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0
Leopoldina,121.0,93.0,210.0,440.0,1486.0,131.0,1270.0,0.0,138.0,0.0,0.0,0.0,0.0,41.0,7.0,266.0,0.0,0.0,215.0,61.0,122.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,4655.0
Liberdade,0.0,0.0,0.0,90.0,299.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0
Lima Duarte,132.0,0.0,0.0,324.0,804.0,105.0,34.0,38.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.0
Limeira do Oeste,43.0,39.0,0.0,177.0,529.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0
Lontra,70.0,85.0,0.0,231.0,224.0,33.0,158.0,0.0,225.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0
Luisburgo,86.0,0.0,0.0,136.0,237.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0
Luislândia,0.0,76.0,0.0,181.0,58.0,109.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0
Luminárias,72.0,0.0,35.0,73.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0
Luz,217.0,0.0,0.0,361.0,534.0,18.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0
Machacalis,60.0,0.0,0.0,176.0,385.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0
Machado,497.0,0.0,580.0,102.0,665.0,385.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,83.0,20.0,54.0,0.0,0.0,131.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.0
Madre de Deus de Minas,0.0,0.0,0.0,124.0,205.0,6.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
Malacacheta,28.0,147.0,0.0,367.0,132.0,227.0,0.0,164.0,26.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0
Mamonas,69.0,0.0,0.0,89.0,305.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0
Manga,129.0,170.0,0.0,504.0,692.0,173.0,330.0,148.0,113.0,0.0,0.0,0.0,0.0,33.0,14.0,20.0,0.0,241.0,27.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617.0
Manhuaçu,270.0,0.0,62.0,2012.0,1894.0,745.0,718.0,0.0,161.0,0.0,0.0,0.0,0.0,73.0,0.0,293.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6852.0
Manhumirim,71.0,0.0,68.0,342.0,968.0,144.0,305.0,0.0,439.0,0.0,0.0,0.0,0.0,19.0,11.0,34.0,0.0,0.0,52.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.0
Mantena,134.0,43.0,0.0,531.0,1697.0,97.0,561.0,79.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,63.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0
Mar de Espanha,0.0,124.0,0.0,257.0,17.0,0.0,2.0,0.0,258.0,0.0,0.0,0.0,0.0,3.0,0.0,47.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0
Maravilhas,88.0,27.0,0.0,152.0,231.0,80.0,205.0,63.0,132.0,0.0,0.0,0.0,0.0,24.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0
Maria da Fé,91.0,13.0,0.0,294.0,633.0,142.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,47.0,0.0,0.0,0.0,35.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1858.0
Mariana,561.0,0.0,52.0,1133.0,1448.0,193.0,1484.0,385.0,709.0,0.0,0.0,0.0,0.0,101.0,73.0,328.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6477.0
Marilac,218.0,0.0,0.0,125.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0
Mário Campos,0.0,0.0,0.0,383.0,276.0,18.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,16.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0
Maripá de Minas,0.0,44.0,0.0,73.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0
Marliéria,0.0,60.0,0.0,107.0,268.0,26.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0
Marmelópolis,0.0,0.0,0.0,77.0,152.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0
Martinho Campos,351.0,0.0,0.0,279.0,318.0,61.0,230.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0
Martins Soares,51.0,0.0,0.0,183.0,480.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0
Mata Verde,118.0,0.0,0.0,186.0,376.0,19.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0
Materlândia,0.0,0.0,0.0,112.0,211.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,140.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0
Mateus Leme,0.0,150.0,0.0,811.0,2272.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,44.0,224.0,0.0,0.0,76.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3834.0
Mathias Lobato,40.0,85.0,0.0,114.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0
Matias Barbosa,79.0,0.0,0.0,252.0,693.0,0.0,57.0,0.0,81.0,0.0,0.0,0.0,0.0,6.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0
Matias Cardoso,49.0,158.0,0.0,303.0,527.0,58.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,28.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0
Matipó,0.0,0.0,0.0,356.0,443.0,167.0,95.0,62.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0
Mato Verde,0.0,60.0,0.0,206.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,19.0,0.0,0.0,0.0,47.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0
Matozinhos,293.0,0.0,0.0,888.0,1274.0,0.0,662.0,0.0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0
Matutina,30.0,55.0,0.0,47.0,182.0,28.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0
Medeiros,0.0,88.0,0.0,82.0,142.0,67.0,170.0,50.0,25.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
Medina,146.0,0.0,23.0,443.0,561.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,63.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0
Mendes Pimentel,0.0,25.0,0.0,128.0,227.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0
Mercês,177.0,0.0,37.0,164.0,0.0,61.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,16.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.0
Mesquita,0.0,62.0,0.0,150.0,267.0,91.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0
Minas Novas,126.0,164.0,0.0,567.0,241.0,514.0,323.0,123.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,65.0,0.0,96.0,66.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2336.0
Minduri,0.0,39.0,0.0,87.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0
Mirabela,147.0,47.0,53.0,222.0,365.0,121.0,0.0,108.0,62.0,0.0,0.0,0.0,0.0,13.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0
Miradouro,0.0,0.0,0.0,192.0,306.0,207.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,56.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0
Miraí,33.0,0.0,0.0,232.0,553.0,67.0,62.0,0.0,46.0,0.0,0.0,0.0,0.0,31.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0
Miravânia,123.0,0.0,141.0,0.0,0.0,165.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0
Moeda,0.0,0.0,0.0,120.0,239.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0
Moema,68.0,0.0,0.0,176.0,306.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
Monjolos,0.0,26.0,0.0,50.0,41.0,10.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
Monsenhor Paulo,0.0,0.0,0.0,202.0,134.0,57.0,272.0,0.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,55.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0
Montalvânia,116.0,0.0,162.0,150.0,194.0,196.0,66.0,37.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0
Monte Alegre de Minas,204.0,0.0,194.0,162.0,588.0,208.0,343.0,150.0,79.0,0.0,0.0,0.0,0.0,11.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,2144.0
Monte Azul,142.0,0.0,0.0,398.0,0.0,134.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0
Monte Belo,170.0,0.0,0.0,232.0,558.0,0.0,63.0,0.0,87.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0
Monte Carmelo,366.0,0.0,0.0,961.0,536.0,349.0,274.0,182.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,43.0,0.0,0.0,219.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,3042.0
